时间,fenci,主题概率,主题类型
2023-09-08,醒醒 资生堂 针管 替代品,"[(0, 0.033385128), (1, 0.033379048), (2, 0.66895103), (3, 0.033379417), (4, 0.1975263), (5, 0.03337906)]",2
2023-09-08,露得清 都行,"[(0, 0.055692714), (1, 0.055692714), (2, 0.055692896), (3, 0.055691883), (4, 0.055691995), (5, 0.72153777)]",5
2023-09-08,油皮 糙米 可丽 面霜 护肤 性价比,"[(0, 0.72276837), (1, 0.023854438), (2, 0.023872161), (3, 0.18179603), (4, 0.02385443), (5, 0.023854623)]",0
2023-09-08,原料,"[(0, 0.08335022), (1, 0.08342775), (2, 0.08335022), (3, 0.083350115), (4, 0.58226526), (5, 0.08425642)]",4
2023-09-08,水吧 毕生 语水 好用 没法 油水 控油 效果 值得 油水,"[(0, 0.62693024), (1, 0.015202513), (2, 0.015212754), (3, 0.015192416), (4, 0.015241113), (5, 0.31222102)]",0
2023-09-08,糙米 茶水,"[(0, 0.68189627), (1, 0.06358939), (2, 0.06367007), (3, 0.06366175), (4, 0.06358854), (5, 0.06359396)]",0
2023-09-08,防晒 挺好用,"[(0, 0.7221878), (1, 0.055568334), (2, 0.055560514), (3, 0.055562053), (4, 0.05556079), (5, 0.055560485)]",0
2023-09-08,小金 防晒,"[(0, 0.7219669), (1, 0.055590544), (2, 0.055583313), (3, 0.055588502), (4, 0.055583067), (5, 0.055687677)]",0
2023-09-08,国货 防晒 留下来 印象,"[(0, 0.27693468), (1, 0.033355564), (2, 0.40040743), (3, 0.22257046), (4, 0.03334893), (5, 0.03338294)]",2
2023-09-08,好像 适合,"[(0, 0.055563502), (1, 0.055576537), (2, 0.055930663), (3, 0.39447024), (4, 0.056431517), (5, 0.38202757)]",3
2023-09-08,神仙 感觉,"[(0, 0.056968346), (1, 0.05600671), (2, 0.0556519), (3, 0.71934736), (4, 0.05632766), (5, 0.055698093)]",3
2023-09-11,油皮 痘痘 选品 认定 期待 防晒 防晒,"[(0, 0.3054262), (1, 0.020881), (2, 0.020864828), (3, 0.61110705), (4, 0.020859726), (5, 0.02086117)]",3
2023-09-11,姐妹 资生堂,"[(0, 0.055578206), (1, 0.055565942), (2, 0.05559189), (3, 0.055566218), (4, 0.7221318), (5, 0.055565946)]",4
2023-09-09,日系 护肤 防晒,"[(0, 0.5415462), (1, 0.041708555), (2, 0.041727997), (3, 0.041711245), (4, 0.29160574), (5, 0.041700263)]",0
2023-09-08,防晒,"[(0, 0.5832925), (1, 0.08336266), (2, 0.08333624), (3, 0.08333621), (4, 0.08333619), (5, 0.08333619)]",0
2023-09-08,衬衫 吸引,"[(0, 0.05564402), (1, 0.055659387), (2, 0.05584602), (3, 0.7215498), (4, 0.05564353), (5, 0.055657234)]",3
2023-09-08,期待 醒醒 测评 防晒 推荐 好用,"[(0, 0.46039334), (1, 0.02386761), (2, 0.1594933), (3, 0.30850464), (4, 0.023920799), (5, 0.023820307)]",0
2023-09-08,结尾,"[(0, 0.083421186), (1, 0.083420806), (2, 0.083421245), (3, 0.08346389), (4, 0.58285207), (5, 0.08342083)]",4
2023-09-08,醒醒 衣服 好看,"[(0, 0.041747894), (1, 0.04167221), (2, 0.5588762), (3, 0.2743589), (4, 0.041672505), (5, 0.041672263)]",2
2023-09-08,醒醒,"[(0, 0.08336688), (1, 0.083334535), (2, 0.583295), (3, 0.083334535), (4, 0.083334535), (5, 0.083334535)]",2
2023-09-08,确实,"[(0, 0.08335106), (1, 0.083537), (2, 0.083404556), (3, 0.083358034), (4, 0.5829424), (5, 0.083406955)]",4
2023-09-08,护肤 醒醒,"[(0, 0.35631496), (1, 0.05557427), (2, 0.42136967), (3, 0.055601), (4, 0.05557435), (5, 0.055565782)]",2
2023-09-08,鱼油 消炎,"[(0, 0.055634603), (1, 0.05563556), (2, 0.72179246), (3, 0.055634122), (4, 0.05566895), (5, 0.055634268)]",2
2023-09-01,生物 逻辑 常识 辩论 反驳 只能 生物 不知 归入 禽类 兽类,"[(0, 0.53190285), (1, 0.01395067), (2, 0.2816313), (3, 0.14457692), (4, 0.0139775), (5, 0.013960743)]",0
2023-09-01,指令 公式,"[(0, 0.05560089), (1, 0.05560083), (2, 0.055601068), (3, 0.05560085), (4, 0.055600706), (5, 0.7219956)]",5
2023-08-31,图片 评论,"[(0, 0.055620804), (1, 0.055573292), (2, 0.05559098), (3, 0.055596687), (4, 0.05557341), (5, 0.7220448)]",5
2023-08-31,图片 评论,"[(0, 0.055620737), (1, 0.055573292), (2, 0.05559097), (3, 0.05559668), (4, 0.05557341), (5, 0.7220449)]",5
2023-08-31,白花,"[(0, 0.0833389), (1, 0.08333888), (2, 0.08333892), (3, 0.08333887), (4, 0.08333888), (5, 0.58330554)]",5
2023-09-01,生物 逻辑 常识 辩论 反驳 只能 生物 不知 归入 禽类 兽类,"[(0, 0.5319767), (1, 0.013950665), (2, 0.2816002), (3, 0.14453423), (4, 0.013977486), (5, 0.013960747)]",0
2023-08-31,亡国 良知,"[(0, 0.38851824), (1, 0.38912824), (2, 0.05558851), (3, 0.055588316), (4, 0.055588335), (5, 0.055588365)]",1
2023-08-31,担心 饮用水,"[(0, 0.055610646), (1, 0.05565883), (2, 0.056532282), (3, 0.72055435), (4, 0.055806413), (5, 0.055837467)]",3
2023-08-31,精彩 评论,"[(0, 0.05572717), (1, 0.055607025), (2, 0.05562857), (3, 0.41996726), (4, 0.055609588), (5, 0.3574604)]",3
2023-08-31,通知,"[(0, 0.083349064), (1, 0.083349), (2, 0.5831004), (3, 0.083370015), (4, 0.08334898), (5, 0.08348256)]",2
2023-08-31,评论 棒棒,"[(0, 0.055624876), (1, 0.05557619), (2, 0.055584967), (3, 0.055588953), (4, 0.055577233), (5, 0.72204775)]",5
2023-08-31,图片 评论,"[(0, 0.055620745), (1, 0.055573292), (2, 0.05559097), (3, 0.05559668), (4, 0.05557341), (5, 0.7220449)]",5
2023-08-31,图片 评论,"[(0, 0.055620752), (1, 0.055573296), (2, 0.055590972), (3, 0.05559668), (4, 0.055573415), (5, 0.7220449)]",5
2023-08-31,洋流 顺时针 方向 排出来 废水 海水 方向 流向 向下 赤道 暖流 胎湾 水平 老百姓 支持 排水 方案,"[(1, 0.3184731), (3, 0.33028), (4, 0.3232821)]",3
2023-08-31,核污染,"[(0, 0.08348135), (1, 0.58179384), (2, 0.08347265), (3, 0.0838355), (4, 0.08378625), (5, 0.08363038)]",1
2023-08-31,支持,"[(0, 0.083378136), (1, 0.58310914), (2, 0.08335439), (3, 0.0834579), (4, 0.083343774), (5, 0.08335666)]",1
2023-08-31,猜猜 民众 发声 信息,"[(0, 0.03338895), (1, 0.4246769), (2, 0.44132316), (3, 0.033548083), (4, 0.0333587), (5, 0.033704266)]",2
2023-08-31,请问 老百姓 值得 担心 简单 解释 化学 饮用水 专业知识 简单 逻辑推理 结论 排放 废水 叫唤 厉害 叫唤,"[(2, 0.5188587), (3, 0.23190002), (5, 0.22114883)]",2
2023-08-31,假装,"[(0, 0.08335152), (1, 0.083346225), (2, 0.08339727), (3, 0.08335127), (4, 0.083367534), (5, 0.5831862)]",5
2023-08-31,小伙子 看待 排放 废水 事情 吃饭 简单 标准 回答 肯定 排放 废水,"[(0, 0.012855026), (1, 0.012933221), (2, 0.012887647), (3, 0.9354837), (4, 0.012960155), (5, 0.012880266)]",3
2023-08-31,伤害 中人 伤害 肯定 伤害 排放 废水 受伤害 标准 高于 日人 叫唤 可笑 中学 地理知识 洋流 规律,"[(1, 0.7072012), (2, 0.10057316), (5, 0.16416666)]",1
2023-09-07,概念,"[(0, 0.08340687), (1, 0.08348335), (2, 0.083512895), (3, 0.083465666), (4, 0.08443588), (5, 0.5816953)]",5
2023-09-04,污水 废水 文哥 鸡腿,"[(0, 0.2591053), (1, 0.033685986), (2, 0.033462957), (3, 0.03356917), (4, 0.6067074), (5, 0.03346915)]",4
2023-09-04,发布,"[(0, 0.08336536), (1, 0.0841549), (2, 0.083408885), (3, 0.083946876), (4, 0.0835807), (5, 0.5815433)]",5
2023-09-04,该死 全人类 罪人,"[(0, 0.041724384), (1, 0.04194318), (2, 0.04170144), (3, 0.041751448), (4, 0.7905253), (5, 0.042354226)]",4
2023-09-04,拍到 生物,"[(0, 0.3867742), (1, 0.05598307), (2, 0.3889238), (3, 0.056226235), (4, 0.056330457), (5, 0.055762246)]",2
2023-09-04,确实 讨厌 人类 老鼠屎,"[(0, 0.24166533), (1, 0.03355277), (2, 0.03336948), (3, 0.033402592), (4, 0.62461144), (5, 0.033398375)]",4
2023-09-04,污水 污水 文哥,"[(0, 0.30471876), (1, 0.527743), (2, 0.041809883), (3, 0.04200069), (4, 0.041919753), (5, 0.04180795)]",1
2023-09-10,探店,"[(0, 0.08342425), (1, 0.58288014), (2, 0.08342431), (3, 0.08342369), (4, 0.08342376), (5, 0.083423875)]",1
2023-09-05,变异,"[(0, 0.08335111), (1, 0.08333691), (2, 0.08333582), (3, 0.083359264), (4, 0.083757214), (5, 0.5828597)]",5
2023-09-05,文哥 中枪,"[(0, 0.7217086), (1, 0.055624593), (2, 0.055674966), (3, 0.05562447), (4, 0.055651788), (5, 0.055715617)]",0
2023-09-04,视频 目录,"[(0, 0.72028667), (1, 0.056023393), (2, 0.056150522), (3, 0.055896007), (4, 0.055823892), (5, 0.055819545)]",0
2023-09-04,体验 幸福,"[(0, 0.3889433), (1, 0.05556617), (2, 0.055566214), (3, 0.388792), (4, 0.05556616), (5, 0.05556617)]",0
2023-09-04,素材 咋办,"[(0, 0.3497931), (1, 0.055570066), (2, 0.055570126), (3, 0.4278397), (4, 0.055656765), (5, 0.055570297)]",3
2023-09-10,昆虫 名字 发抖 感觉 恶心,"[(0, 0.027979543), (1, 0.23476642), (2, 0.027849011), (3, 0.027903223), (4, 0.65365726), (5, 0.027844502)]",4
2023-09-10,翻车鱼 记得 好像 文哥 拍过 翻车,"[(0, 0.3221821), (1, 0.023863843), (2, 0.5820333), (3, 0.02387268), (4, 0.023949524), (5, 0.02409854)]",2
2023-09-07,文哥 视频,"[(0, 0.7204114), (1, 0.05600509), (2, 0.05612074), (3, 0.055875123), (4, 0.055802558), (5, 0.05578512)]",0
2023-09-07,文哥 金粉 文哥 重回,"[(0, 0.8332334), (1, 0.03335331), (2, 0.033353414), (3, 0.03335328), (4, 0.033353306), (5, 0.033353318)]",0
2023-09-06,心疼 文哥,"[(0, 0.38880998), (1, 0.055595264), (2, 0.38890314), (3, 0.05556383), (4, 0.055563908), (5, 0.055563904)]",2
2023-09-04,转型 河王,"[(0, 0.61641544), (1, 0.07666818), (2, 0.07696471), (3, 0.07660249), (4, 0.0766647), (5, 0.07668453)]",0
2023-09-04,视频,"[(0, 0.08425638), (1, 0.08447215), (2, 0.5793016), (3, 0.08412836), (4, 0.08394271), (5, 0.08389881)]",2
2023-09-04,敏感,"[(0, 0.5828986), (1, 0.083344154), (2, 0.08334421), (3, 0.08359488), (4, 0.08337089), (5, 0.083447196)]",0
2023-09-04,划水,"[(0, 0.08342431), (1, 0.58288383), (2, 0.08341953), (3, 0.08342054), (4, 0.08343262), (5, 0.08341912)]",1
2023-09-04,文哥 遭受 毁灭性 打击,"[(0, 0.3571104), (1, 0.033367097), (2, 0.03339432), (3, 0.033550423), (4, 0.03340432), (5, 0.50917345)]",5
2023-09-04,污水 核污染 辐射,"[(0, 0.041708354), (1, 0.7906375), (2, 0.041759618), (3, 0.041847166), (4, 0.041829683), (5, 0.04221767)]",1
2023-09-04,发出,"[(0, 0.58304185), (1, 0.08338717), (2, 0.083403535), (3, 0.08337832), (4, 0.0834042), (5, 0.08338492)]",0
2023-09-04,翻车鱼 翻车鱼 翻车鱼,"[(0, 0.79149467), (1, 0.04168767), (2, 0.041754667), (3, 0.041687638), (4, 0.04168766), (5, 0.04168768)]",0
2023-09-04,赞点 拥有 聪明 机智 脑袋,"[(0, 0.027871365), (1, 0.028004462), (2, 0.027943704), (3, 0.028737344), (4, 0.85960233), (5, 0.027840829)]",4
2023-09-04,正面 回答,"[(0, 0.055588245), (1, 0.055594772), (2, 0.055627655), (3, 0.72203803), (4, 0.055564184), (5, 0.055587146)]",3
2023-09-05,视频,"[(0, 0.08425116), (1, 0.08444804), (2, 0.5793351), (3, 0.08412612), (4, 0.083941706), (5, 0.083897926)]",2
2023-09-04,污水 废水 废水 污水,"[(0, 0.0334159), (1, 0.03388829), (2, 0.033501204), (3, 0.03366086), (4, 0.83202296), (5, 0.033510767)]",4
2023-09-04,变异 视频 期待 刺身,"[(0, 0.033491664), (1, 0.033586815), (2, 0.033584177), (3, 0.33527565), (4, 0.5300154), (5, 0.03404622)]",4
2023-09-04,文哥 确实 很大,"[(0, 0.2950823), (1, 0.04188039), (2, 0.041909095), (3, 0.04182016), (4, 0.28596252), (5, 0.29334554)]",0
2023-08-31,污水 热度 降下来,"[(0, 0.041697174), (1, 0.04213474), (2, 0.041848913), (3, 0.041897386), (4, 0.7906531), (5, 0.041768666)]",4
2023-09-01,好笑,"[(0, 0.083344005), (1, 0.08334395), (2, 0.5832751), (3, 0.08334902), (4, 0.083343945), (5, 0.08334397)]",2
2023-09-01,转发,"[(0, 0.08333598), (1, 0.083335966), (2, 0.0833398), (3, 0.083401404), (4, 0.083335966), (5, 0.58325094)]",5
2023-09-01,公关 公关,"[(0, 0.055574413), (1, 0.05559593), (2, 0.7219145), (3, 0.055647824), (4, 0.055558365), (5, 0.055708934)]",2
2023-08-31,抵制 污水 抵制 日货,"[(0, 0.6106149), (1, 0.2553897), (2, 0.033452213), (3, 0.033566505), (4, 0.033515543), (5, 0.0334612)]",0
2023-09-01,抵制 日货,"[(0, 0.7219012), (1, 0.05575313), (2, 0.055591058), (3, 0.055572156), (4, 0.05557249), (5, 0.055609956)]",0
2023-09-01,老百姓 只能 抵制 日货 老百姓 抵制 排放 国家 出面 制止,"[(0, 0.31842244), (1, 0.015279014), (2, 0.015294444), (3, 0.01525302), (4, 0.6204583), (5, 0.01529281)]",4
2023-09-01,有没有 国家 制止,"[(0, 0.041796554), (1, 0.041973807), (2, 0.041814752), (3, 0.041982487), (4, 0.042439904), (5, 0.78999245)]",5
2023-09-01,抵制 日货 热度,"[(0, 0.55119264), (1, 0.041826207), (2, 0.042001966), (3, 0.041692246), (4, 0.2815724), (5, 0.04171457)]",0
2023-09-01,抵制 污水,"[(0, 0.05674771), (1, 0.7202669), (2, 0.05571887), (3, 0.055776436), (4, 0.055749465), (5, 0.055740666)]",1
2023-09-01,抵制 抵制 日货,"[(0, 0.7914138), (1, 0.041825958), (2, 0.041695658), (3, 0.041676093), (4, 0.041679993), (5, 0.041708514)]",0
2023-09-01,抵制 日货 持股 卖国 平牌,"[(0, 0.86094034), (1, 0.027835837), (2, 0.027806882), (3, 0.027803343), (4, 0.027803417), (5, 0.027810194)]",0
2023-09-01,抵制 食物,"[(0, 0.719664), (1, 0.055750348), (2, 0.05573545), (3, 0.05566224), (4, 0.05583231), (5, 0.057355683)]",0
2023-09-01,图片 评论,"[(0, 0.055620756), (1, 0.055573292), (2, 0.055590972), (3, 0.055596687), (4, 0.05557341), (5, 0.7220449)]",5
2023-09-01,抵制 污水 抵制 日货,"[(0, 0.6100948), (1, 0.25591472), (2, 0.03345176), (3, 0.033563852), (4, 0.033514265), (5, 0.033460632)]",0
2023-09-01,抵制 日货,"[(0, 0.72190076), (1, 0.055753525), (2, 0.055591058), (3, 0.055572156), (4, 0.05557249), (5, 0.055609956)]",0
2023-08-31,顶顶顶,"[(0, 0.083344445), (1, 0.583278), (2, 0.083344445), (3, 0.08334437), (4, 0.083344385), (5, 0.08334439)]",1
2023-09-01,降下去,"[(0, 0.083354495), (1, 0.5829415), (2, 0.08364086), (3, 0.08335435), (4, 0.08335443), (5, 0.08335439)]",1
2023-09-01,抵制 日货 没用,"[(0, 0.7912519), (1, 0.041760486), (2, 0.041684866), (3, 0.041675936), (4, 0.041933022), (5, 0.041693762)]",0
2023-09-01,参与 力量,"[(0, 0.055901926), (1, 0.72054017), (2, 0.055722065), (3, 0.05564094), (4, 0.055564582), (5, 0.056630358)]",1
2023-09-01,顶顶顶 热度 相关 没了 寒心,"[(0, 0.027863784), (1, 0.38558176), (2, 0.027944578), (3, 0.028055046), (4, 0.5026542), (5, 0.02790066)]",4
2023-09-01,成功 爆发 爆发 过程 海啸 爆发 求求 了爱 火山 火山 熔浆 八方 火山 地震 海啸 来火,"[(0, 0.7579523), (4, 0.2027764)]",0
2023-09-01,做起 抵制 日货 拒绝 核污染,"[(0, 0.02846439), (1, 0.860152), (2, 0.027823338), (3, 0.027829845), (4, 0.027857715), (5, 0.027872678)]",1
2023-09-01,有无 倒灌 抵制 排污,"[(0, 0.6926436), (1, 0.17363714), (2, 0.033376507), (3, 0.033484), (4, 0.033493247), (5, 0.03336556)]",0
2023-09-01,顶顶顶,"[(0, 0.083344445), (1, 0.58327794), (2, 0.08334445), (3, 0.08334437), (4, 0.083344385), (5, 0.08334439)]",1
2023-09-01,截止 动作 起到 作用,"[(0, 0.033375073), (1, 0.033371545), (2, 0.033555374), (3, 0.03337097), (4, 0.25657344), (5, 0.60975355)]",5
2023-09-01,官方,"[(0, 0.08335338), (1, 0.3534723), (2, 0.31281182), (3, 0.083569355), (4, 0.08335327), (5, 0.083439864)]",1
2023-09-01,支持,"[(0, 0.08337806), (1, 0.58311206), (2, 0.08335435), (3, 0.08345514), (4, 0.08334375), (5, 0.08335663)]",1
2023-09-01,指望 围堵 倒灌 海水 很气,"[(0, 0.6099819), (1, 0.027834715), (2, 0.02782784), (3, 0.27866814), (4, 0.027837813), (5, 0.027849609)]",0
2023-09-29,污水 污水 废水 本质 区别 谎称 污水 废水 危险,"[(0, 0.016826088), (1, 0.016821027), (2, 0.01674062), (3, 0.9159401), (4, 0.016881494), (5, 0.016790688)]",3
2023-09-30,不错 加油,"[(0, 0.7220649), (1, 0.05555773), (2, 0.05565996), (3, 0.05556463), (4, 0.05558036), (5, 0.055572394)]",0
2023-09-29,帮忙 超话 名字 核污染 话题 主持人,"[(0, 0.29362944), (1, 0.6103169), (2, 0.023881268), (3, 0.02407036), (4, 0.023964927), (5, 0.024137134)]",1
2023-09-29,抵制 日货 抵制 抵制 倭寇,"[(0, 0.6309132), (1, 0.25789), (2, 0.027798658), (3, 0.027784104), (4, 0.02780719), (5, 0.02780691)]",0
2023-09-29,加油 全国,"[(0, 0.401192), (1, 0.055637624), (2, 0.056241397), (3, 0.05594846), (4, 0.37496832), (5, 0.056012228)]",0
2023-09-29,核污染 核费水,"[(0, 0.055703975), (1, 0.056820724), (2, 0.055696942), (3, 0.05599094), (4, 0.7199626), (5, 0.055824824)]",4
2023-09-29,超话 名字 核污染 话题 主持人,"[(0, 0.028220473), (1, 0.859626), (2, 0.027878646), (3, 0.028118394), (4, 0.028024426), (5, 0.028132074)]",1
2023-09-29,图片 评论,"[(0, 0.05562077), (1, 0.055573292), (2, 0.05559097), (3, 0.055596687), (4, 0.05557341), (5, 0.7220449)]",5
2023-09-29,软骨头,"[(0, 0.58320236), (1, 0.08335603), (2, 0.08335615), (3, 0.08335599), (4, 0.083356015), (5, 0.08337343)]",0
2023-09-30,架不住 汉奸,"[(0, 0.37649852), (1, 0.055579625), (2, 0.055616647), (3, 0.05558061), (4, 0.40114695), (5, 0.05557766)]",4
2023-09-29,确实 对立面 意识 事情 抵制,"[(0, 0.64075255), (1, 0.02792572), (2, 0.02796089), (3, 0.028033704), (4, 0.24734417), (5, 0.02798295)]",0
2023-09-29,抵制 日货,"[(0, 0.72188663), (1, 0.055767518), (2, 0.0555911), (3, 0.055572174), (4, 0.055572506), (5, 0.055610046)]",0
2023-09-29,加油,"[(0, 0.58329666), (1, 0.08333758), (2, 0.08333472), (3, 0.0833616), (4, 0.083334714), (5, 0.083334714)]",0
2023-09-29,抵制 日货,"[(0, 0.7218902), (1, 0.055764012), (2, 0.055591095), (3, 0.05557217), (4, 0.055572506), (5, 0.055610035)]",0
2023-09-29,加油,"[(0, 0.58329666), (1, 0.08333758), (2, 0.08333472), (3, 0.08336162), (4, 0.083334714), (5, 0.083334714)]",0
2023-09-29,努力,"[(0, 0.084319785), (1, 0.08353115), (2, 0.08461961), (3, 0.08399065), (4, 0.08357359), (5, 0.57996523)]",5
2023-09-29,抵制 日货,"[(0, 0.72190064), (1, 0.055753715), (2, 0.055591058), (3, 0.055572156), (4, 0.05557249), (5, 0.055609956)]",0
2023-09-29,自私 软骨病 不到,"[(0, 0.0417022), (1, 0.7901215), (2, 0.04181144), (3, 0.041796025), (4, 0.042632136), (5, 0.041936718)]",1
2023-09-30,建议 品牌,"[(0, 0.3292913), (1, 0.055607717), (2, 0.05571662), (3, 0.055938583), (4, 0.055948712), (5, 0.44749707)]",5
2023-09-30,路过 优衣库 商场 爆满,"[(0, 0.033399962), (1, 0.033725332), (2, 0.6339138), (3, 0.033394065), (4, 0.23217262), (5, 0.033394158)]",2
2023-09-29,没买 日货,"[(0, 0.722076), (1, 0.055629604), (2, 0.05557104), (3, 0.055574615), (4, 0.05556699), (5, 0.05558172)]",0
2023-09-29,我会 哄抢 出完 用品,"[(0, 0.8330568), (1, 0.033385642), (2, 0.033385873), (3, 0.033395324), (4, 0.0333856), (5, 0.03339072)]",0
2023-08-26,鳗鱼 确实 国产,"[(0, 0.041697428), (1, 0.041719478), (2, 0.22769491), (3, 0.04168301), (4, 0.60552156), (5, 0.041683607)]",4
2023-08-30,鳗鱼 说法 养殖场 餐桌 鳗鱼 是从 打捞 餐桌,"[(0, 0.018575411), (1, 0.018536134), (2, 0.018532757), (3, 0.4442997), (4, 0.48151952), (5, 0.018536434)]",4
2023-08-30,养殖场 投放 市场,"[(0, 0.04170176), (1, 0.04197789), (2, 0.041870456), (3, 0.49998972), (4, 0.041836828), (5, 0.33262333)]",3
2023-08-28,了叫,"[(0, 0.16983473), (1, 0.16554002), (2, 0.16859178), (3, 0.16488515), (4, 0.16545142), (5, 0.16569686)]",0
2023-08-27,鱼苗 捕捞 繁殖 鳗鱼 回游 繁殖 鳗鱼 性别 环境影响 鳗鱼,"[(0, 0.11809364), (1, 0.015249655), (2, 0.015181112), (3, 0.0152149955), (4, 0.7319855), (5, 0.1042751)]",4
2023-08-27,农业 出版社 肯定,"[(0, 0.04180869), (1, 0.041811883), (2, 0.041892488), (3, 0.790499), (4, 0.042027183), (5, 0.041960802)]",3
2023-08-27,鳗鱼 肯定,"[(0, 0.055596378), (1, 0.055645674), (2, 0.0557629), (3, 0.055780217), (4, 0.7215222), (5, 0.055692628)]",4
2023-08-27,是从 捕捞 鱼苗,"[(0, 0.7910942), (1, 0.041741863), (2, 0.041681867), (3, 0.041947756), (4, 0.041850124), (5, 0.041684225)]",0
2023-08-27,鳗鱼,"[(0, 0.083339244), (1, 0.083339214), (2, 0.083339244), (3, 0.08333922), (4, 0.58330387), (5, 0.08333922)]",4
2023-08-27,鳗鱼 生长 国产 鳗鱼 只能 捕捞 鳗鱼 淡水 繁殖 人工 鳗鱼 性别 改变 鳗鱼 不到 活着 最久,"[(0, 0.041225486), (3, 0.17402647), (4, 0.7567151)]",4
2023-08-26,产地 确实,"[(0, 0.05558483), (1, 0.057087976), (2, 0.056616984), (3, 0.055575352), (4, 0.71951175), (5, 0.055623148)]",4
2023-08-26,中餐馆 鸡肉 原则 节约 成本 疑惑 代表,"[(0, 0.02090359), (1, 0.020919826), (2, 0.020901648), (3, 0.02098198), (4, 0.1517917), (5, 0.7645013)]",5
2023-08-27,食材 产地 列出来 金枪鱼 鱼市 交易 日料 产地 毒海 推论 时间,"[(0, 0.013977138), (1, 0.8139614), (2, 0.013988388), (3, 0.013982078), (4, 0.1301467), (5, 0.013944324)]",1
2023-08-27,产地 食材 选择 便宜 食材,"[(0, 0.027919702), (1, 0.6312533), (2, 0.25679478), (3, 0.027947871), (4, 0.02790337), (5, 0.028180975)]",1
2023-08-25,割席 断袖,"[(0, 0.6159762), (1, 0.07675629), (2, 0.07705182), (3, 0.0766903), (4, 0.076752685), (5, 0.07677269)]",0
2023-08-25,暴露,"[(0, 0.58166385), (1, 0.08369911), (2, 0.08347426), (3, 0.083894484), (4, 0.0838132), (5, 0.083455145)]",0
2023-08-26,鲟鱼 暴雨,"[(0, 0.72182584), (1, 0.05563895), (2, 0.055634122), (3, 0.05563362), (4, 0.055633683), (5, 0.055633765)]",0
2023-08-26,嘟假,"[(0, 0.08337508), (1, 0.0833749), (2, 0.5831254), (3, 0.083374836), (4, 0.083374865), (5, 0.08337492)]",2
2023-08-26,想看 神仙 告诉 神仙,"[(0, 0.033464864), (1, 0.033426616), (2, 0.033405393), (3, 0.66721225), (4, 0.1990936), (5, 0.03339732)]",3
2023-08-25,消费者,"[(0, 0.08334031), (1, 0.58273256), (2, 0.08342939), (3, 0.08340204), (4, 0.08375539), (5, 0.08334028)]",1
2023-08-28,进不来 政策 干活,"[(0, 0.041848112), (1, 0.04180749), (2, 0.041806147), (3, 0.7909396), (4, 0.041789427), (5, 0.041809153)]",3
2023-08-27,菜系,"[(0, 0.1695697), (1, 0.16543777), (2, 0.16927582), (3, 0.16482179), (4, 0.1653462), (5, 0.16554876)]",0
2023-08-27,不到,"[(0, 0.083380446), (1, 0.083614364), (2, 0.0835575), (3, 0.08347428), (4, 0.5822248), (5, 0.08374864)]",4
