content,fenci,聚类结果,二级-聚类结果
拒绝足协进入贵州，保护中国足球最后的一片净土在座的都有责任,贵州 中国 足球 净土 责任,1,0
中国足球的希望在村超,中国 足球,1,0
没有足协人家也能把足球玩好!这是为什么,足球,1,0
中国足球有救了,中国 足球,1,0
主要是他们还不吃海参,海参,1,1
足协:你们那的足球太纯粹，不够复杂，停办,足球,1,0
这是中国足球的星星之火，希望可以燎原,中国 足球 燎原,1,0
看来贵州是要往体育发展啊以后就是篮球足球强省了,贵州 篮球 足球,1,0
你吃海参了吗，就敢这样踢,海参,1,1
老外在场都说，我靠，你们中国足球明明高手如云，怎么每次都挑那10几个球技最差来跟我们打呢,老外 中国 足球 球技,1,0
功夫足球,功夫 足球,1,0
没有广告牌的足球,广告牌 足球,1,0
倒挂右脚捣左脚进门，很多人都以为是直接踢门，慢动作能看出，厉害，这才是中国足球,右脚 左脚 慢动作 中国 足球,1,0
这才配得上中国足球四个字,中国 足球,1,0
董路说了村超不利于中国足球发展,董路 中国 足球,1,0
看来踢球不能吃海参,踢球 海参,1,1
谁再说中国没有好的足球选手跟谁急，别总拿那些臭脚比,中国 足球 别总 臭脚,1,0
那个叫什么懂路的，说海参队同会这样，你们信吗，估计他也吃海参,海参 海参,1,1
我们太渴望一次成功的足球盛宴了，贵州为国人打开了一扇希望之窗，愿这星星之火燃遍祖国大地，让足球成为一种信仰，根深蒂固在我们的心中足球起源于我国南宋时期，属于我们的东西，我们一定要拿回来加油同胞们,足球 盛宴 贵州 国人 祖国 大地 足球 信仰 足球 时期 东西 同胞们,1,0
功夫足球有没有搞头,功夫 足球,1,0
这么说吧。跟国足打上身体的情况下，村超有些动作就做不出来了，再有心态肯定也紧张。村超给我的感觉不是说他能不能踢过中超、踢过国际队，而是他让我们看到了足球的快乐、想象力、激情，这才是我们乐于见到足球运动。在这样的环境里才能孕育出中国足球的种子,国足 身体 情况 动作 心态 感觉 国际队 足球 想象力 激情 足球运动 环境 孕育出 中国 足球 种子,1,0
有没有懂足球的，从专业的说一下这个倒挂金钩怎么样,足球 专业,1,0
男足国家队踢不出这水平，中国足球可以,男足 国家队 水平 中国 足球,1,0
这进球刷新了我对中国足球的认知,进球 中国 足球,1,0
从新点燃了国内人民热爱足球的心,足球,1,0
海参队这辈子都踢不出来这种球,海参,1,1
不喜欢足球的我，没办法的喜欢牛,足球 办法,1,0
中国足球一定会越来越强,中国 足球,1,0
牛逼啊，国足都踢不出来，他们是怎么做到的，难道国足不爱足球吗,国足 国足 足球,1,0
海参队一辈子都学不会的,海参,1,1
66中国人民不缺乏对足球的热爱，不缺乏人才。从贵州民间组织的足球赛事来看热度以及精彩程度，关注度，超越了官方赛事。为什么到了，国家队比赛这么拉跨，贵州足球再次打脸官方,中国 足球 人才 贵州 民间组织 足球赛事 热度 精彩 程度 关注度 官方 赛事 国家队 贵州 足球 官方,1,0
海参做不到,海参,1,1
又倒挂踢了海参的脸,海参,1,1
中国足球到底什么水平，一直没搞懂,中国 足球 水平,1,0
足球是带给老百姓快乐的运动，村超做到了,足球 老百姓,1,0
星爷的电影已有预言中国足球何时能走出困境,星爷 电影 中国 足球 何时能 困境,1,0
原来中国足球也可以这么精彩,中国 足球 精彩,1,0
希望每个地方都出现这种现象这样以点带面整个足球氛围就慢慢起来了,地方 现象 足球 氛围,1,0
中国足球杯举办地贵州，贵州拯救了中国的足球,中国 足球 举办地 贵州 贵州 中国 足球,1,0
海参队绝对做不到。,海参,1,1
事实证明不是男足多好看，而只是足球好看而已。,男足 足球,1,0
中国足球到底什么水平,中国 足球 水平,1,0
直播给老外看看，原来中国高手如云，让一群不会踢球的人跟他们打比赛，简直就是对足球的一种侮辱,老外 中国 踢球 足球,1,0
原来中国足球这么厉害啊,中国 足球,1,0
世界第八大洲……贵州。从此世界足球分为三大板块：南美洲足球、欧洲足球、贵州足球,世界 大洲 贵州 世界足球 板块 南美洲 足球 欧洲 足球 贵州 足球,1,0
我很欣慰，中国足球是行的，不行的是足协，千万不要让足协把这片净土给毁了，支持的顶起来,中国 足球 净土,1,0
这还只是一个贵州而已，全国放开来搞的话 我都不知道足球能到什么程度,贵州 全国 足球 程度,1,0
请问到底是什么阻止了我们的足球水平,足球 水平,1,0
本来我是除了世界杯，一般都不看足球的 村超比赛我从头看到尾 精彩,世界杯 足球 精彩,1,0
是什么阻止了中国足球的发展，大家有没有答案,中国 足球 答案,1,0
谁还敢说我们中国足球没有希望是中国足协让我们中国没有希望同意的点赞,中国 足球 中国足协 中国,1,0
那个什么叫懂路的、说不懂足球说村超厉害自己跑抖音卖货说自己懂足球,足球 卖货 足球,1,0
不是。这群人真有实力啊我滴妈，中国足球感觉要有出头日了,实力 中国 足球 感觉,1,0
忍痛花了400学费让儿子开始学足球了,学费 儿子 足球,1,0
如果不是村超，我一直以为中国人不会踢足球,中国 踢足球,1,0
长这么大到现在才明白，足球不是中国足球不行。是中国海参足球队不行。,明白 足球 中国 足球 中国 海参 足球队,1,0
中国足球不差，原来差的是国足,中国 足球 国足,1,0
我非常热爱足球和篮球，我也会看世界杯但我从来不看中超不看国足，你们怎么喷我说我都无所谓,足球 篮球 世界杯 国足,1,0
不是中国足球不行，是中国足协和所谓的国足不行，没人反驳吧,中国 足球 中国足协 国足,1,0
哪个说中国没有足球人才，只不过选了 一群专业吃海参的去踢球。,中国 足球 人才 专业 海参 踢球,1,0
从村超来看，中国足球并不是没有踢的好的，足协真没必要存在,中国 足球,1,0
海参真的没用、海参的营养价值不如折耳根,海参 海参 耳根,1,1
国足：他们排练过的。村超：我们吃海参的时候才会排练。,海参,1,1
你们都可以骂国足，但是我不能因为我是卖海参的,国足 海参,1,1
国足倒立吃海参,海参,1,1
评论区反应了国人对足球的认知程度 可怕,评论 国人 足球 程度,1,0
取缔足协，让各省自主发展足球，最后来个全国联赛选人,足球 全国 选人,1,0
国足是生意，跟足球没关系。,国足 足球,1,0
吃了海参会不会更猛,海参,1,1
"这样下去足联要禁止民间举行足球?"" 比赛了",民间 足球,1,0
谁说咱们足球基础差,足球 基础,1,0
你们这是把中国国足脸摁地上摩擦呀，,中国,1,0
中国足球还是有能人的,中国 足球,1,0
鲁尼的倒挂金钩，罗的云端头锤，这里都能看到，看来不是中国人足球不行，是国足不行啊,鲁尼 云端 中国 足球 国足,1,0
"永远别怀疑我们中国的模仿能力，所有看过的技术都会模仿加超越，足球?"" 崛起估计就在下一个世界杯",中国 能力 技术 足球 世界杯,1,0
这根本就不是村超这就是功夫足球,功夫 足球,1,0
国足默默的吃起了海参,海参,1,1
就坚信只是中国足球国家队不行，而不是中国人不行,中国 足球 国家队 中国,1,0
国足吃海参也很厉害,国足 海参,1,1
原来中国真不缺会踢球的,中国 踢球,1,0
中国足球不缺天赋人才，只是进不了那个被人包着玩的平台,中国 足球 天赋 人才 平台,1,0
倒挂金钩在国内 应该是最不值钱的球了国外足球肯定懵逼,不值钱 足球,1,0
我知道为啥我之前不喜欢看足球，现在突然热血澎湃了,足球 热血,1,0
中国足球之希望始于贵州,中国 足球 贵州,1,0
这样足球氛围孩子怎么会不爱上踢足球,足球 氛围 孩子 踢足球,1,0
我不信这是真的，他们都没有天天吃海参,海参,1,1
国足:假的，这是电影，功夫足球,电影 功夫 足球,1,0
别骗我了，这不是中国足球,中国 足球,1,0
不可能，不可能，这是拍功夫足球呢,功夫 足球,1,0
这才是中国足球的实力，一群不吃海参，只吃折耳根的足球队，,中国 足球 实力 海参 耳根 足球队,1,0
海参队都不敢来参加了,海参,1,1
这个才是足球该有的样子,足球 样子,1,0
足球是一项只要你敢拼就有无限可能的运动,足球,1,0
足球该有的模样,足球 模样,1,0
对于我一个不喜欢看足球的人来讲，自从看了村超，瞬间提起了我对足球的兴趣,足球 足球 兴趣,1,0
中国足球发展方向对了,中国 足球 方向,1,0
国足:倒挂金钩搞不好要命啊 我这条命还得留着多吃几条海参呢不值得不值得,海参,1,1
国足海参队在不减肥2年内打不过村超了,海参,1,1
说实话，跟国足踢应该会输，但是他们这种对足球纯粹的爱跟坚持不放弃，是国足比不了的,国足 足球,1,0
你们再这样踢，海参队很难做呀,海参,1,1
吃海参的踢不出来,海参,1,1
这几天彻底打破了我对足球的认知 一直以为 咱国人真不会踢球呢各种操作只会在国外产生呢,足球 国人 踢球,1,0
足协 ：这都是电脑合成的，看足球还得看海参队,电脑 足球 海参,1,0
这么牛是不是吃了海参,海参,1,1
足协你能离这种纯粹的足球远一点吗,足球,1,0
国足在吃海参看村超,国足 海参,1,1
这才是敢拼的中国足球,中国 足球,1,0
幸好没吃海参，但凡吃一点海参都踢不出这动作。,海参 海参 动作,1,1
怪不得十几亿人找不出11个踢个屁足球、国足有多黑暗都不想了,足球 国足,1,0
国足海参队看到了吗学废了吗,海参,1,1
这些便宜的足球爱好者才是我们的最爱,足球 爱好者,1,0
谁还敢说中国足球不行是海参队不行好不,中国 足球 海参,1,1
国足和足协说不可能，他们没吃海参怎么能踢出这样的球呢。,国足 海参,1,1
热爱篮球和足球的人在中国很多,篮球 足球 中国,1,0
完全不能低调了，足球现在是热锅上的蚂蚁,足球,1,0
足协奖励20斤海参,海参,1,1
上帝看到都觉得有生之年有希望看到中国足球登上世界杯之巅了,上帝 中国 足球 世界杯,1,0
这次贵州村超的出现，不知道会不会使中国足球一次变革,贵州 中国 足球,1,0
