评论ID,评论文本,翻译-评论文本,fenci,sentiment
@kennyfoo2427,永遠支持你,永远支持你,支持,正面
@pauless1123,Thank you for this beautiful video ️🇨🇱,谢你的美丽视频,视频,正面
@te_ne._._._23.3,I Love your pottery set️️️It just adds a certain elegance and beauty to your table️️️,我爱你的陶器套之一,陶器,正面
@Howtoeatrocks,I always found purple clay pottery to be really beautiful but never considered the process or knew where exactly it was made. Thank you.,我总是发现紫色粘土陶器真的很漂亮，但从未考虑过这个过程或确切的过程。谢。,发现 紫色 粘土 陶器 很漂亮 过程 确切 过程,正面
@dongyouwuyu,滇南小镇太美了，有机会一定要去一次,滇南小镇太美了，有机会一定要去一次,太美 机会,正面
@ani_maria_shunty,wow...u are always amazing,哇.你总是很棒,很棒,正面
@VictorDulin-and.earthworms,Огромное спасибо за Ваш труд!!! Взаимность внесёт большой вклад в сохранении окружающей среды.,非常感谢您的工作！互惠将为保护环境做出巨大贡献。,互惠 保护环境 做出,正面
@natalieatm7286,"Это целое искусство, браво!Какие приятные люди!",这是整个艺术，勇敢！,艺术 勇敢,正面
@azucenaalvarezceinos5668,"Preciosa ceramica y buenisimos artesanos .
Me encantan tus videos !!!!!!",美丽的陶瓷和出色的工匠。我爱你的视频！,陶瓷 出色 工匠 视频,正面
@busgeeth-ilemaurice6642,Waooow amazing video. Very informative and interesting. Thank you for such a great share. Tc. Stay blessed and happy always.,令人惊叹的视频。非常有用的有趣。谢您的巨大份额。永远保持幸福和快乐。,视频 有用 有趣 份额 幸福 快乐,正面
@jahanaraahmed729,"Love your channel, it’s beautiful and relaxing for me.",热爱您的频道，这对我来说很漂亮。,热爱 频道 很漂亮,正面
@Sandoskumep,Beautiful video ️️️,美丽的视频门️址,视频,正面
@EagleQ,聽到鄉音，好好聽,听到乡音，好听,听到 乡音 好听,负面
@lamanhnewlife,I love how the countryside setting adds an extra layer of charm and authenticity to the cooking process,我喜欢乡村环境如何为烹饪过程增添额外的魅力和真实性,喜欢 乡村 环境 烹饪 过程 增添 魅力 真实性,正面
@priyankagautam4002,"I am from India sister, and I think there are many people who like your vlogs from India.",我来自印度姐妹，我认为有很多人喜欢您来自印度的视频博客。,姐妹 喜欢 视频,正面
@TaribunsTV,"Keren sekali pemandangannya, sejuk sekali mata memandang heheh, makanan lezat kacang tujuh Warna, wah mantap",景色太酷了，看起来很酷，七种颜色的美味食物，哇,景色 太酷 很酷 颜色 食物,正面
@user-do4hr8to4v,祝福“小哥”盆雞小姊姊、阿霞和妳全家人2024年新年快樂！新的一年也要繼續看滇西小哥，因為妳真的好用心在制作每一集視頻，為了就是要帶給我們最高優質的視覺饗宴；謝謝妳喔！,祝福“小哥”盆鸡小姊、阿霞和妳全家人2024年新年快乐！新的一年也要继续看滇西小哥，因为妳真的好用心在制作每一集视频，为了就是要带给我们最高优质的视觉飨宴；谢妳喔！,小哥 盆鸡 全家人 小哥 用心 视频 带给 优质 视觉 飨宴,正面
@user-ll1gi9jl5u,"Hai dianxi, I'm from Indonesia, love your nature video", ，我来自印度尼西亚，爱你的自然视频,视频,正面
@mariadakila,So heartwarming to see families gather at the end of the day to eat home cooked food.,如此令人心动的人看到家庭在一天结束时聚集在一起吃家常食物。,心动 家庭 结束 聚集 家常 食物,正面
@pyreflei,"Penjie--you are such a gifted cook, and I love how you share so much joy through the food you make. Your family and friends are very lucky to have you. I wish you health and happiness and long life!", - 您是一个有才华的厨师，我喜欢您如何通过制作的食物分享如此多的喜悦。您的家人和朋友很幸运能拥有您。祝您健康，幸福和长寿！,厨师 喜欢 食物 分享 喜悦 家人 朋友 幸运 拥有 幸福,正面
@gunggunglu2424,盆姐尊老爱幼，很孝敬老人，又能做很多美食，是难得的好姑娘！,盆姐尊老爱幼，很孝敬老人，又能做很多美食，是难得的好姑娘！,盆姐 美食 姑娘,正面
@user-ys9hb7ox8l,敬老尊賢，又孝順，真是個好女孩。又會煑美食又能幹活，什麼都會做，真是要得，以後誰娶了妳真是好福氣啊！過二年自助旅行去雲南旅行去,敬老尊贤，又孝顺，真是个好女孩。又会煑美食又能干活，什么都会做，真是要得，以后谁娶了妳真是好福气啊！过二年自助旅行去云南旅行去,女孩 美食 干活 好福气 自助,正面
@mamibi3506,Nikmat sekali makan dgn menu serba natural dari alam desa yg indah pemandangannya dan sejuk hawanya.,最好用美丽而凉爽的村庄的自然菜单吃饭。,凉爽 村庄 菜单 吃饭,负面
@bymilko_o6174,I really like the nature of your village.,我真的很喜欢你村的本质。,喜欢 本质,正面
@filmfilm112koko,เรา คนไทยนะชอบ การทำอาหารของคุณมากๆ ติดตามมาตลอด🇹🇭 Thailand,我们，泰国人，我真的很喜欢你的烹饪。一直关注,喜欢 烹饪 关注,正面
@ryzzhan9125,Watching your videos has always brought me peace. it's a light in the world. and it has gotten me through some very hard times to just watch your videos and forget my troubles for a while,观看您的视频总是给我带来的和平。这是世界上的光。这让我度过了一些很难的时期,观看 视频 带来 世界 度过 时期,正面
@rachel2343,We love and supports you from India.,我们爱并为您提供印度的支持。,提供 支持,正面
@user-gc3lo4ch6t,The way your family has been supporting you has been one of my favorite parts of watching your videos,您的家人支持您的方式一直是我观看视频的最喜欢的部分之一,家人 支持 方式 观看 视频 喜欢,正面
@Ash-wt6vz,"£4.99 Lovely smiles from your grandparents, beautiful people..",£4的祖父母可爱的微笑，美丽的人。,可爱,正面
@user-yz2wp4um6w,"Team yg rajin nonton jarang comen ayo ngumpul..setiap nonton vlog mu kaya ada kebahagiaan tersendiri serius️,,kampung mu mempunyai kelimpahan bahan makanan.. aahh pengen bangat kesana",勤奋观看很少收集的团队。每个观看您的视频博客有钱人都有自己的幸福，您的村庄都有丰富的,勤奋 观看 收集 团队 观看 视频 有钱人 幸福 村庄,负面
@shanum77,"MasyaAllah indah bnget desanya panennya melimpah, lihat jagung di gantung2 ingat waktu kecil aq juga seperti itu,, desanya sangat damai ingin banget berlibur disana",美丽，村庄丰富，看着悬挂的玉米，记住我小时候，我就是这样，这个村庄很高兴想在那里度假,村庄 看着 悬挂 记住 小时候 村庄 度假,负面
@skylinecreations.1634,Loved the family dining together...,喜欢一起用餐的家庭.,喜欢 用餐 家庭,正面
@user-ib9ro2fw2y,あなたの料理と家族は本当に素敵です。,您的食物和家庭真的很好。,食物 家庭,正面
@kavinavasudevan80,Hi     I am  from INDIA 🇮🇳. I LOVE your videos and cooking styles.,嗨，我来自印度。我喜欢您的视频和烹饪风格。,喜欢 视频 烹饪 风格,正面
@user-ud9lb4xf4s,"Обожаю всю семью. Она показывается всегда с такой теплотой и любовью. Скучаю, когда долго нет ваших видео. Будьте счастливы, пусть все мечты ваши исполняются.",我爱整个家庭。它总是以如此温暖和爱的方式显示。我想念很长时间没有视频的时候。幸福，让你所有的梦想成真。,家庭 温暖 方式 显示 想念 视频 幸福,正面
@LostTechnologiez,"Your dishes are one of a kind, your videos make me want to travel the world and try different cuisines from all cultures.",您的菜是一种，您的视频使我想环游世界并尝试各种文化的不同美食。,视频 环游世界 文化 美食,正面
@ccc4102,At 74 I have watched and I have seen and I have read. The food you prepare is fantastic. The best. Out of this world. Regards from us in South Africa 🇿🇦,我已经看过74岁了，我已经看过了。您准备的食物很棒。最好的。离开这个世界。在南非的我们的问候🇿🇦,看过 看过 食物 很棒 离开 世界 问候,正面
@Mak.atin0981,"Hello, I'm from Indonesia... I really like the nature of your village which is very beautiful, clean and abundant in agricultural products...",您好，我来自印度尼西亚.我真的很喜欢您村庄的本质，该村庄在农产品中非常美丽，干净和丰富.,喜欢 村庄 本质 村庄 农产品 干净,正面
@kyuutatsu,Grandpa’s smile while eating the sweet peanut milk is so precious!,爷吃甜花生奶时的微笑是如此珍贵！,花生 奶时 珍贵,正面
@Jenanluv,I love you Grandpa and Grandma!  May God give you good health and blesses you always.,我爱你爷和祖母！愿上帝给你良好的健康，并永远祝福你。,上帝 健康,正面
@KateDai888,"就喜欢看 滇西小哥 追了好几年了 大自然 亲情
（唯一一个美中不足  有公筷就太赞了）",就喜欢看 滇西小哥 追了好几年了 大自然 亲情（唯一个美中不足 有公筷就太赞了）,喜欢 小哥 亲情 公筷,正面
@SANDY_R9,Cukup iri melihat kehangatan keluarga mereka,足以看到家人的温暖,足以 家人 温暖,正面
@g46riel,Pingin banget ke tempatMu terus menikmati makanan,我真的很想去你的地方继续享受食物,地方 享受 食物,正面
@nguyenthibichphuong1222,Phong cảnh đẹp thêm đồ ăn ngon đúng là nhất!,美丽的风景增加了美味的食物！,风景 增加 食物,正面
@Blackbead0505,"I'm your big fan , your videos are too good ,you are such a hard working woman ,appreciate that . Lots of love from India 🇮🇳",我是您的忠实粉丝，您的视频太好了，您真是个工作勤奋的女人，对此表示赞赏。来自印度的很多爱,忠实 粉丝 视频 女人 赞赏,正面
@anzga21,"Apenji grandpa really appreciates all of her foods it's so adorable grandpa stay healthy! I am very moved to see the warmth of this family, I really hope that in the future all of us have a family that loves each other️",爷真的很感激她所有的食物，它是如此可爱的爷保持健康！我很感动看到这个家庭的温暖，我真的希望将来我们所有人都有一个相爱的家庭,感激 食物 可爱 健康 感动 家庭 温暖 希望 所有人 相爱 家庭,正面
@shefalialalnila546,"Lots of love from Bangladesh 🇧🇩🇧🇩
I am a Bangladeshi student in Korea and enjoying your video from South Korea 🇰🇷🇰🇷
       ️️",来自孟加拉国的很多爱我是韩国的孟加拉国学生，享受韩国的视频配太了,学生 享受 视频 配太,正面
@i.h.978,"I didn't know there were so many different kinds of peanuts. Another great video, thanks for sharing! Love seeing your family supporting each other, it's precious!",我不知道有很多不同种类的花生。另一个很棒的视频，感谢您的分享！喜欢看到您的家人互相支持，这很宝贵！,种类 花生 很棒 视频 分享 喜欢 家人,正面
@sathisarkar7101,Indian fan,印度粉丝,粉丝,正面
@shreechaladi1062,Hi Penji ur as sweet as that Peanuts love from India🇮🇳 I wanna visit ur place once,嗨，佩吉你，就像印度的花生的爱一样甜蜜，我想一次去你的地方,花生 甜蜜 地方,正面
@jhonadettejoybania3859,my favorite part of your videos is when you give food first to your Grandparents and when you eat together with your family🇵🇭🇵🇭,视频中我最喜欢的部分是您先向祖父母提供食物以及与家人一起吃饭的时候,视频 喜欢 提供 食物 家人 吃饭,正面
