评论,fenci,情感分类,主题概率,主题类型
屏幕上有1个坏点！！！只是光盘带的驱动不太明白，还带的有无用的驱动（比如指纹的）， 京东多的东西都送了，一个鼠标也表现得那么吝啬。 可以不要送瑞星那玩意~~~换成鼠标就好了！,屏幕 上有 坏点 光盘 驱动 明白 无用 驱动 指纹 京东 东西 鼠标 表现 吝啬 瑞星 玩意 换成 鼠标,neg,"[(6, 0.9546649)]",6
发热比较大，可能是系统没安装好，温度一直在50度以上，电压有时会变为1，不知为什么,发热 系统 安装 温度 电压 变为 不知,neg,"[(0, 0.01792552), (1, 0.89246595), (2, 0.017974513), (3, 0.01789549), (4, 0.017917378), (5, 0.017889543), (6, 0.01793166)]",1
没有提供驱动，装机比较麻烦。,提供 驱动 装机 麻烦,neg,"[(0, 0.028611686), (1, 0.82795984), (2, 0.028798), (3, 0.028653516), (4, 0.028617494), (5, 0.028601397), (6, 0.028758043)]",1
的驱动不好找！我的17号提的货，现在就降价了100元，而且还送杀毒软件！,驱动 不好 降价 杀毒软件,neg,"[(0, 0.028644182), (1, 0.028733695), (2, 0.02864957), (3, 0.02864499), (4, 0.028651481), (5, 0.028615627), (6, 0.82806045)]",6
摄像头摄取的范围较小，仅有一个大头像，与华硕客服咨询结果：摄像头驱动问题，烦请哪位前辈有此驱动不吝分享。给个下载的链接就好，先谢了！,摄像头 摄取 头像 华硕 客服 咨询 摄像头 驱动 烦请 哪位 前辈 驱动 不吝 分享 下载 链接,neg,"[(1, 0.94940686)]",1
华硕做工有待提高，键盘中部略微凸出，不影响使用。 其他暂时没发现什么。,华硕 做工 有待 提高 键盘 中部 凸出 影响 暂时 发现,neg,"[(0, 0.013053997), (1, 0.6750709), (2, 0.013058438), (3, 0.25967124), (4, 0.013007269), (5, 0.013041887), (6, 0.013096274)]",1
比较笨重，移动性能差！不包电池都有3，加上送的包和外包装有6，提货的时候不是一般的累。。。,笨重 性能 电池 包和 外包装 提货,neg,"[(0, 0.26384696), (1, 0.14357649), (2, 0.020504005), (3, 0.020450957), (4, 0.020545779), (5, 0.51060003), (6, 0.020475809)]",5
屏幕上有一个坏点，夜间测试，硬盘滴答滴答的响。,屏幕 坏点 夜间 测试 硬盘 滴答 滴答,neg,"[(0, 0.017899774), (1, 0.017986426), (2, 0.018000888), (3, 0.017889962), (4, 0.89239126), (5, 0.017901486), (6, 0.017930232)]",4
物品还没发现不足，不过京东网的服务属实不好，客服办事效率有待提高。,物品 发现 京东 服务 属实 不好 客服 办事效率 有待 提高,neg,"[(0, 0.37336296), (1, 0.013062446), (2, 0.013022175), (3, 0.1334461), (4, 0.013036983), (5, 0.44103295), (6, 0.01303642)]",5
驱动比较难装，累了个半死华硕的返修率貌似有点高，希望我是个幸运者，别碰到这种事。,驱动 半死 华硕 返修率 貌似 希望 幸运者 碰到,neg,"[(0, 0.015909584), (1, 0.90440357), (2, 0.015947621), (3, 0.015937058), (4, 0.015914945), (5, 0.015909804), (6, 0.01597741)]",1
驱动比较难装，累了个半死,驱动 半死,neg,"[(0, 0.047693875), (1, 0.047833525), (2, 0.047937162), (3, 0.047796898), (4, 0.047708172), (5, 0.047686797), (6, 0.71334356)]",6
屏幕上的华硕上很热，听说是因为背光灯的缘故，不知道是否会影响使用寿命。,屏幕 华硕 听说 是因为 背光灯 缘故 影响 使用寿命,neg,"[(0, 0.9044731), (1, 0.01593309), (2, 0.015937556), (3, 0.015895322), (4, 0.015902003), (5, 0.015949216), (6, 0.015909666)]",0
的使用较大，不知道寿命如何？显示屏中间的华硕标志非常热，不知道是有点还是缺点。主要是在贴这个标志的时候，贴的很糟糕。,较大 寿命 显示屏 华硕 标志 缺点 标志 糟糕,neg,"[(0, 0.015910355), (1, 0.015940135), (2, 0.9045473), (3, 0.015900286), (4, 0.01589586), (5, 0.01591138), (6, 0.015894689)]",2
外观一般。笨重！,外观 笨重,neg,"[(0, 0.047798917), (1, 0.04783103), (2, 0.047900468), (3, 0.04778657), (4, 0.7129245), (5, 0.047975354), (6, 0.0477832)]",4
1、发热量大，需要配备额外散热系统，真的热死个人。,发热量 配备 额外 散热 系统 真的,neg,"[(0, 0.020499831), (1, 0.020453094), (2, 0.020489065), (3, 0.020445267), (4, 0.020476269), (5, 0.87715375), (6, 0.020482762)]",5
系统下也没有无线网卡驱动，用驱动精灵可解决。,系统 无线 网卡 驱动 驱动 精灵 解决,neg,"[(0, 0.017874574), (1, 0.017959248), (2, 0.017948058), (3, 0.017896133), (4, 0.017897412), (5, 0.017900588), (6, 0.89252394)]",6
系统环境下自带的驱动软件盘不能自动运行，需要进盘里逐一安装，有些软件装了不知道用途。,系统 环境 自带 驱动 软件 自动 运行 进盘 逐一 安装 软件 用途,neg,"[(0, 0.011016019), (1, 0.93383026), (2, 0.011032408), (3, 0.011011208), (4, 0.011042969), (5, 0.011011483), (6, 0.01105567)]",1
键盘不灵，最重要的是装了声卡驱动之后，电脑还是找不到声卡！屏幕发白,键盘 不灵 声卡 驱动 电脑 不到 声卡 屏幕 发白,neg,"[(0, 0.014307757), (1, 0.014306572), (2, 0.014338945), (3, 0.014300164), (4, 0.014302928), (5, 0.014302524), (6, 0.91414106)]",6
这款机子跟新蓝5290一模一样，也就是说，是华硕代工做给新蓝电脑的,机子 新蓝 一模一样 华硕 代工 新蓝 电脑,neg,"[(0, 0.017983329), (1, 0.017998908), (2, 0.24303511), (3, 0.667191), (4, 0.017916083), (5, 0.017920572), (6, 0.017954957)]",3
发热比较大 独显估计都这样  驱动太多了 很多用不上 比如拿摄像头当相机和那个纯属扯淡。。。,发热 独显 估计 驱动 用不上 摄像头 相机 纯属 扯淡,neg,"[(0, 0.91394), (1, 0.014331578), (2, 0.014395415), (3, 0.014320414), (4, 0.014318613), (5, 0.014318982), (6, 0.014374967)]",0
刚开机，电脑风扇直接运行，出风口热风呼呼的一直不停，吓一大跳，不过装完系统后就好了。没有驱动～～建议华硕赶紧加上,开机 电脑 风扇 运行 出风口 热风 呼呼 不停 一大跳 装完 系统 驱动 建议 华硕 赶紧,neg,"[(2, 0.3474233), (6, 0.60776037)]",6
一般~而且主板前端总线只有667~800内存的内存全部降为667工作~而且显卡显存一般~功能键部分不是太好使~可能驱动没有装好~提货时发货人员服务态度一般~,主板 前端 总线 内存 内存 降为 工作 显卡 显存 功能键 不是太好 驱动 提货 发货 人员 服务态度,neg,"[(1, 0.18019563), (3, 0.047009904), (6, 0.73907435)]",6
左边掌托比较热，比右边热很多；,左边 掌托 右边,neg,"[(0, 0.035797782), (1, 0.03581713), (2, 0.035825543), (3, 0.035739284), (4, 0.7851137), (5, 0.03576835), (6, 0.035938203)]",4
驱动的确麻烦，至今摄像头没弄好，打开出错！体积有些过于庞大，不够精致,驱动 麻烦 摄像头 打开 出错 体积 庞大 精致,neg,"[(0, 0.015905088), (1, 0.01595168), (2, 0.015955754), (3, 0.015919255), (4, 0.01589378), (5, 0.015929054), (6, 0.90444535)]",6
1.电话线、网卡接口处没有状态指示灯；,电话线 网卡 接口处 状态 指示灯,neg,"[(0, 0.023871342), (1, 0.024011556), (2, 0.023957629), (3, 0.02388666), (4, 0.023957623), (5, 0.8564115), (6, 0.02390369)]",5
旗舰版安装比较顺利，不过驱动盘里面的无线网卡驱动不对，按照前面一些朋友说的型号 771，去网上下载了来，装上，顺利~~,旗舰版 安装 比较顺利 驱动 无线 网卡 驱动 朋友 型号 网上 下载 了来 顺利,neg,"[(0, 0.010216466), (1, 0.0102303885), (2, 0.93864506), (3, 0.0102203805), (4, 0.010219879), (5, 0.0102185905), (6, 0.010249213)]",2
没有发现无线网卡开关，另外屏幕下面的的发热量惊人，开机不到十分钟就很烫手！,发现 无线 网卡 开关 屏幕 的的 发热量 惊人 开机 不到 十分钟 烫手,neg,"[(0, 0.011043561), (1, 0.011027041), (2, 0.9337192), (3, 0.011061399), (4, 0.011011013), (5, 0.011099838), (6, 0.011037941)]",2
发热量没有解决，散热效果不理想。基本上要保持在50度以上。其次，在促销消息中明明写着支持靓彩技术，可是系统安装完毕后根本就用不了，快捷键+也就不能用。内存的性能稍微差了些。,发热量 解决 散热 效果 理想 促销 消息 明明 支持 靓彩 技术 系统 安装 完毕 快捷键 内存 性能 稍微,neg,"[(5, 0.9546586)]",5
鼠标不舒服，显示器分辨率、刷新率太低.装系统有点麻码，花了一下午的时间，建议厂家在盘中写一份详细的安装说明书。,鼠标 舒服 显示器 分辨率 刷新率 系统 麻码 下午 时间 建议 厂家 盘中 一份 详细 安装 说明书,neg,"[(4, 0.9493767)]",4
硬盘盖和主机体之间接合不紧密(就是靠近光驱的一端)，有条由窄到宽的缝隙，感觉应该不是故意留出来散热用的。不知道对防尘有否影响。是不是模具的问题？各位的机器有这个问题么?还是我这个机器的个别问题？谢谢,硬盘 机体 之间 接合 紧密 靠近 光驱 一端 缝隙 感觉 不是故意 散热 防尘 有否 影响 模具 机器 机器 谢谢,neg,"[(0, 0.95696485)]",0
"驱动不全,难找.  只能用驱动人生2009,驱动精灵2009都不怎么行!  少特殊功能键和指纹识别驱动",驱动 只能 驱动 人生 驱动 精灵 功能键 指纹识别 驱动,neg,"[(0, 0.014305338), (1, 0.014321681), (2, 0.014330488), (3, 0.014300033), (4, 0.014301075), (5, 0.014303843), (6, 0.91413754)]",6
找驱动麻烦不小,驱动 麻烦 不小,neg,"[(0, 0.03582412), (1, 0.035788912), (2, 0.7852055), (3, 0.03576351), (4, 0.035763677), (5, 0.03581188), (6, 0.03584244)]",2
要是有的驱动就好了，为了找驱动足足用了5个小时，不过现在已经全部安装好了。,驱动 驱动 足足 小时 安装,neg,"[(0, 0.023883019), (1, 0.023926241), (2, 0.023904663), (3, 0.023849234), (4, 0.023853177), (5, 0.23100181), (6, 0.64958185)]",6
面处比较热。电源变压器有点热。有点重了，出门带着比较累。,面处 电源 变压器 出门,neg,"[(0, 0.259362), (1, 0.028679604), (2, 0.028612254), (3, 0.028644003), (4, 0.5974526), (5, 0.02863748), (6, 0.028612034)]",4
15的屏幕1280*800的分辨率低了；驱动不全，希望华硕能出的驱动，显卡的优势不明显，没有想象中的强劲，屏幕发白，不加电池的情况下电源指示灯一直闪烁，电源适配器太热了,屏幕 分辨率 驱动 希望 华硕 能出 驱动 显卡 优势 想象 强劲 屏幕 发白 电池 情况 电源 指示灯 闪烁 电源适配器,neg,"[(0, 0.8164947), (6, 0.14764899)]",0
右边快捷键的驱动要到官网上下载；系统不会用；悬浮式键盘虽然好看，但也容易积灰。  这个软件没有根本就没有用也看不到，相应的这个快捷键也是摆设。,右边 快捷键 驱动 要到 网上 下载 系统 悬浮式 键盘 好看 积灰 软件 看不到 快捷键 摆设,neg,"[(1, 0.64937884), (6, 0.30579937)]",1
驱动超级麻烦，用已经算轻松了，无线网卡的驱动可以到上面找，网卡的型号是771，找50型号的就可以了,驱动 超级 麻烦 轻松 无线 网卡 驱动 网卡 型号 型号,neg,"[(0, 0.012994365), (1, 0.013015288), (2, 0.9219577), (3, 0.013007477), (4, 0.012994656), (5, 0.013004469), (6, 0.013026125)]",2
的驱动实在是太难找了。尤其是声卡驱动，华硕不会这个都搞不定吧。不够意思。稍逊，配这个显卡差点。,驱动 实在 声卡 驱动 华硕 搞不定 不够意思 稍逊 显卡 差点,neg,"[(0, 0.013023525), (1, 0.013017207), (2, 0.9219003), (3, 0.013003417), (4, 0.013012328), (5, 0.013011301), (6, 0.013031934)]",2
送货方有一点 小问题，送货前只给我打过一次电话我没接到！竟然当天就不给我送货了~！！要不就能前5个做评价了。后来也不着急评价了,送货 一点 送货 电话 接到 当天 送货 评价 着急 评价,neg,"[(0, 0.013002962), (1, 0.33940074), (2, 0.013030663), (3, 0.013013698), (4, 0.013064425), (5, 0.5954387), (6, 0.013048773)]",5
但是太重了，屏幕效果一般，音?一般，音量?可以。屏幕中????示散?不好，??不如的，16：10屏幕。包?有?破?,太重 屏幕 效果 音量 屏幕 示散 不好 屏幕,neg,"[(0, 0.015944436), (1, 0.015967626), (2, 0.90430963), (3, 0.015894074), (4, 0.015929664), (5, 0.015981741), (6, 0.015972883)]",2
"较难安装操作系统,有些驱动还没找到，不知是不是驱动的原因声音较差。最好也安装系统，给足各种驱动。",安装 操作系统 驱动 找到 不知 驱动 原因 声音 较差 安装 系统 驱动,neg,"[(0, 0.011016137), (1, 0.011029253), (2, 0.011045383), (3, 0.011006123), (4, 0.011012352), (5, 0.0110314265), (6, 0.93385935)]",6
商品的不足暂时还没发现，京东的订单处理速度实在.......周二就打包完成，周五才发货...,商品 暂时 发现 京东 订单 处理速度 实在 周二 打包 周五 发货,neg,"[(0, 0.011945847), (1, 0.0119754495), (2, 0.01193384), (3, 0.9281244), (4, 0.012050213), (5, 0.012041453), (6, 0.0119288275)]",3
既然是游戏专用就应该搞个系统的驱动嘛！！！！！！！！！！！！,游戏 专用 系统 驱动,neg,"[(0, 0.028651906), (1, 0.028619504), (2, 0.45658723), (3, 0.028601686), (4, 0.028597148), (5, 0.02861717), (6, 0.40032542)]",2
说明书简陋 随盘带的软件没有详细说明做什么用的 装的时候都不知道 不装的话 有些快捷键没法用 装的话不知道那个是那个 ，另外，键盘的手感不是很好。,说明书 简陋 盘带 软件 详细 快捷键 没法用 键盘 手感,neg,"[(0, 0.01433782), (1, 0.91394454), (2, 0.014334286), (3, 0.0143137975), (4, 0.014320693), (5, 0.01434408), (6, 0.014404801)]",1
说明书简陋 随盘带的软件没有详细说明做什么用的  装的时候都不知道 不装的话 有些快捷键没法用 装的话不知道那个是那个,说明书 简陋 盘带 软件 详细 快捷键 没法用,neg,"[(0, 0.017884826), (1, 0.8926605), (2, 0.017883372), (3, 0.017896993), (4, 0.017899876), (5, 0.017875694), (6, 0.017898759)]",1
上门自提时，京东居然把原来包装的塑料袋收回去了，没有这个塑料袋，用户自提很不方便。验机必需要用户付完款后才能验，但付完款后，机器要自已拆开验，验完后要自已包装好。验机过程也没技术人员提供任何技术协助。,上门 提时 京东 包装 塑料袋 收回 塑料袋 用户 自提 验机 用户 完款 完款 机器 自已 拆开 验完 自已 包装 验机 过程 技术人员 提供 技术 协助,neg,"[(3, 0.96688235)]",3
的驱动很难搞，最后找齐了，可惜声卡一直不大好，驱动换了几个还是有破音现象.....,驱动 难搞 找齐 可惜 声卡 不大好 驱动 几个 有破 现象,neg,"[(0, 0.0130120935), (1, 0.013038222), (2, 0.43106702), (3, 0.5036908), (4, 0.013018766), (5, 0.013100179), (6, 0.013072947)]",3
京东给选择的快递公司送货太慢了，而且外包装上还有很深的磕碰痕迹，还好里面的包装完整无损。,京东 选择 快递 公司 送货 太慢 外包装 磕碰 痕迹 还好 包装 完整无损,neg,"[(0, 0.011031684), (1, 0.0110602835), (2, 0.01101789), (3, 0.011013408), (4, 0.9337461), (5, 0.011076272), (6, 0.0110544)]",4
下的驱动是个问题，有些热键不能用，声音不行，据说是驱动问题，不知道怎么办？屏幕效果一般，要是就好了，屏幕检测的生产日期是2006 第一周。,驱动 热键 声音 不行 驱动 屏幕 效果 屏幕 检测 生产日期 第一周,neg,"[(0, 0.011948211), (1, 0.011956512), (2, 0.0119476775), (3, 0.011929281), (4, 0.011939422), (5, 0.011939391), (6, 0.9283395)]",6
刚开始安装系统的时候蓝屏，还以为是硬盘出了问题，后来上网查了查，所有华硕都有这个问题，修改就解决问题了。,安装 系统 蓝屏 硬盘 上网 华硕 修改 解决问题,neg,"[(0, 0.0159001), (1, 0.015932012), (2, 0.9044611), (3, 0.015897883), (4, 0.015928417), (5, 0.015911018), (6, 0.015969409)]",2
我的机子音箱听起来刺耳 跟手机喇叭似的  不知道其他人的怎样。。。摄像头塑料的感觉被摸过脏兮兮的，材料问题？,机子 音箱 刺耳 手机 喇叭 其他人 摄像头 塑料 感觉 脏兮兮 材料,neg,"[(0, 0.673754), (1, 0.011945464), (2, 0.011962072), (3, 0.011929323), (4, 0.26653504), (5, 0.01194266), (6, 0.011931439)]",0
就是驱动有点小麻烦，自带的驱动盘，驱动基本都有，就是无线网卡的没有。装起来很复杂，搞了一下午才把这问题搞定。,驱动 小麻烦 自带 驱动 驱动 无线 网卡 下午 搞定,neg,"[(0, 0.014303368), (1, 0.257242), (2, 0.014354515), (3, 0.014323313), (4, 0.01431016), (5, 0.014304993), (6, 0.6711617)]",6
