Unnamed: 0,发表时间,作者,评级,标题,内容,fenci,sentiment
,2024-02-02 14:39:37,三小猪只,1,依托答辩,19年以后风气越来越差了，小学生遍地走,风气 遍地,正面
,2024-02-02 13:54:46,老蛮牛宝宝2022,5,哔哩哔哩,内容很丰富，不仅能刷视频还可以看漫画，我一直很喜欢站,内容 能刷 视频 漫画 喜欢,正面
,2024-02-02 13:39:27,秦鑫延,5,好软件,这个软件里面的视频内容都很好比快手抖音都好,软件 视频 内容 好比,正面
,2024-02-02 13:14:45,柱子哥2022,5,内容丰富，UP主都有雷锋精神！,办了大会员，很少看会员视频，都是看推荐的视频，已满足大部分需求。但，会员还是要办的，祝小破站越办越好！,会员 会员 视频 推荐 视频 需求 会员 要办,负面
,2024-02-02 12:41:37,Ruby1128xxxx,1,一个老用户的极度失望,"虽然💰是要赚的，但维护不走心，哪里吵架推送哪里，生生把自己变成微博2，内容推荐日益无聊。答题改版前引以为豪的弹幕礼仪荡然无存，\""乐子人\""刷屏嘲讽自诩清醒，氛围堪称乌烟瘴气。",维护 走心 吵架 推送 生生 内容 推荐 无聊 答题 改版 弹幕 礼仪 乐子 刷屏 嘲讽 自诩 清醒 氛围 堪称,正面
,2024-02-02 11:29:59,向量的秩,3,倍速按钮不方便,倍速按钮横屏容易找，小视窗还得点三个点，再点倍速，单手极不方便，整个按钮的设置选择就好了,按钮 横屏 视窗 单手 按钮 选择,负面
,2024-02-02 11:06:04,sezhibai,1,能不能把你这开屏广告取消了？,开了几年会员，资源越来越不行了，开屏广告倒是越来越多，真是穷疯了,会员 资源 不行 开屏 广告,负面
,2024-02-02 09:55:53,开始了工作,4,我喜欢B站,做得非常好，以后多加油更新 。我喜欢这个网站$$,加油 喜欢 网站,正面
,2024-02-02 08:11:58,蓝虎，，，，，，，,1,推荐越来越恶心了,点了不感兴趣还搁那反复推荐 要不是开了几年大会员我真受够了 爪巴,反复 推荐 会员,正面
,2024-02-02 03:14:47,zzrdt,3,功能建议,可以在搜索视频的“筛选”选项中加一个根据具体的发布日期进行筛选选项吗？可以参考微博用户页面查找用户微博的功能设置。,搜索 视频 筛选 选项 发布 筛选 选项 参考 用户 页面 查找 用户 微博 功能,正面
,2024-02-01 22:09:08,ar定,1,垃圾,版本打弹幕都看不到字，叔叔赶紧四把,版本 弹幕 看不到 叔叔,正面
,2024-02-01 21:44:26,273847362728,1,自动设置青少年模式,自动给我设置青少年模式，直接锁机没有办法解除,模式 锁机 办法 解除,负面
,2024-02-01 18:16:32,77沏一杯冰拿铁,5,为什么平板不能筛选发布时间,为什么平板不能筛选发布时间,平板 筛选 发布 时间,正面
,2024-02-01 16:31:19,巴奈一生,1,评分,要是有负分我一定给，可惜没有。,负分 可惜,负面
,2024-02-01 11:20:00,瑶瑶的十七,5,优化一下稍后再看可否？,挺好的，只是移动端每次看稍后再看都要一直往下扒拉到上次看的那个，有点费劲，而且开小窗没法连续播放，播一个就结束了,扒拉 费劲 小窗 没法 连续 播放 结束,负面
,2024-02-01 10:49:19,ssmsjs,1,广告多,广告多，经常推送垃圾游戏,广告 推送 垃圾 游戏,负面
,2024-02-01 08:07:52,给少一颗星是怕你骄傲,3,说说,为什么我的没有弹幕,弹幕,正面
,2024-02-01 01:12:24,leet61,5,b站是一个很有法律维持的网站有满满的安全感，我非常喜欢b,站更新视频特别好，还能一键三连我还能在上面找到我的从取消好朋友呢？,视频 一键 找到 取消 朋友,正面
,2024-02-01 01:00:22,……6666666666,1,不合格,某些主播热情诱惑 直播间一点也不正能量 男女都一样 声音极其骚 听不惯 最差的软件,热情 诱惑 直播间 能量 男女 声音 最差 软件,正面
,2024-01-31 23:33:19,唐联枝,2,有些视频下载看不了没有显示图片视频的,真的太假了吧,太假,正面
,2024-01-31 22:41:09,C 持,1,软件在使用过程中，存储空间占用越来越大，没有清理方式。,无语 视频软件竟然变成存储怪物,视频 软件 怪物,正面
,2024-01-31 22:19:44,小丑🤡🥟☹️7️⃣🧊😂😊,1,1,怎么缓存不了视频,缓存 视频,正面
,2024-01-31 20:18:15,花雨人醉,2,MacBook版本没有吗？,为什么不支持 ？,支持,正面
,2024-01-31 20:13:45,ladjfhci,1,变味了,没有大会员强制体验高清晰度再强制弹窗口换回来都换不回来你是以为我不可以去其他地方看吗？伤心了,会员 强制 体验 强制 换回来 回来 地方 伤心,正面
,2024-01-31 20:07:53,清风明月日,5,👍👍👍👍👍,不错👍👍👍👍👍？我觉得太好了。,不错,正面
,2024-01-31 19:56:12,哔哩哔哩纯答辩,1,史,哔哩哔哩这款软件我很喜欢里面的内容让人愉悦哔哩哔哩带给我的感觉远超其他软件离开哔哩哔哩一秒钟都活不了就番剧而言史无前例的弹幕以及画质都超模了一样的内容拖给其他软件都是做不到的,哔哩 哔哩 软件 喜欢 内容 愉悦 哔哩 哔哩 带给 感觉 离开 哔哩 哔哩 弹幕 画质 内容 拖给 不到,正面
,2024-01-31 19:56:01,gggggggggoooooooooooddd,1,为什么要设立黑名单呢？,这意味着我不想看见某个人，这意味着不想在首页，搜索页，排行榜上看见这个主！！！不单单是从我的收藏页上消失！！！希望优化吧,意味着 不想 意味着 不想 搜索 排行榜 收藏 消失 希望,负面
,2024-01-31 19:35:41,❤️蓓卓,3,声音有时候会突然中断,（该条评论已经被删除）我这个是，视频看着看着声音有时候会突然中断，有时候按一下暂停键在开声音就好了，有时候咋整都没用要重新退出登陆,评论 删除 视频 看着 看着 声音 声音 没用 退出 登陆,负面
,2024-01-31 18:54:13,肖诗君,3,哈喀拉,不是不用钱吗？真能装,不用,正面
,2024-01-31 18:46:40,噢噢噢！！！！！！,5,充满乐趣,（该条评论已经被删除）整体来说十分的棒,评论 删除 整体,负面
,2024-01-31 18:43:10,鲁班路大鸟,5,啊啊啊太好用了吧！！！,你问我有多好用？反正就是肥肠好用就对了！,好用 肥肠 好用,正面
,2024-01-31 16:15:46,刺激了拍哦,5,请优化平板端的功能,头像框,像框,负面
,2024-01-31 15:22:56,啊哔给我快乐,5,致哔哩哔哩,啊哔给我带来很多快乐希望一直这么好！,哔给 带来 快乐 希望,正面
,2024-01-31 14:48:14,bovyfyc,1,，,虐猫的视频都能审核通过，你们站是汉奸审核的吧？卸载了，也会鼓动身边人卸载，还会鼓动网友卸载，自取灭亡,视频 审核 汉奸 审核 卸载 鼓动 卸载 鼓动 网友 卸载,负面
,2024-01-31 14:26:07,aaahfoabf,1,优化审核和黑名单,审核越来越离谱了什么乱七八糟的弹幕和视频都能看到。陈睿牛魔鼠鹿😄,审核 离谱 弹幕 视频,负面
,2024-01-31 13:03:21,血🦷,1,人人都是蒙古上单,自己养的小鬼,小鬼,正面
,2024-01-31 13:01:19,比赛中z,5,特别喜欢😘,可以学习很多知识,学习 知识,正面
,2024-01-31 12:18:18,三十六度半407355340,5,^-^,小破站能不能再良心点,良心,正面
,2024-01-31 11:02:03,代女士,5,b站我真的生气了,（该条评论已经被删除）哔哩哔哩本来就是一个二次元软件，站你自己看看你都买了一些什么东西，番也只买热门的，那些明星的倒是买了不少，打一个五星是为了让人看到，只能说太拉了现在,评论 删除 哔哩 哔哩 软件 热门 只能,负面
,2024-01-31 10:33:54,玮仔天下第一,1,推广广告问题,（该条评论已经被删除）有这推广就算了，网贷推广你特喵的也接？要害死多少青少年？,评论 删除 推广 网贷 推广 害死,负面
,2024-01-31 10:20:22,一方简∞银妆,5,看完一个视频后直接从头开始,（该条评论已经被删除）许多有趣的主。,评论 删除 有趣,负面
,2024-01-31 02:54:25,有医保的天真,5,这么多年了，还是写点话给B站吧,站，在叔叔“站可能会变，但绝不变质”的这句话下，变质了。也从曾经的文化站点之一，已经变成了和各大视频网站争夺话语权的商人模样。曾经的站给了过来了很多美好回忆以及青春热血；现在的站拥抱多元，变成了五花八门任君挑选的模样。没什么好不好的，人都会成长，何况站。最后，还是谢谢站。,叔叔 变质 变质 文化 站点 视频 网站 争夺 话语权 商人 模样 站给 美好 回忆 热血 拥抱 挑选 模样 成长,正面
,2024-01-31 02:37:21,nanana comeon,2,推送太垃圾了,优化下算法吧而且就是因为老给我推一些我不想看到视频，我点击反馈后还是会一直推给我，我只有把这些拉黑掉，但是系统还在给我推？你们的推送是不是有病啊？,算法 不想 视频 点击 反馈 推给 系统 推送,负面
,2024-01-30 23:14:09,.i34,1,视频点赞系统失效,（该条评论已经被删除）牛的不行,评论 删除 不行,负面
,2024-01-30 20:10:43,游戏考古,1,免费劳动力,（该条评论已经被删除）程序员发现用户不喜欢一个账号，会让系统一直推送给该用户为的就是点踩，刻意坑害一个主,评论 删除 程序员 发现 用户 喜欢 账号 系统 推送 用户 刻意 坑害,负面
,2024-01-30 18:57:17,Heinz-guderian,5,非常好,（该条评论已经被删除）,评论 删除,负面
,2024-01-30 17:28:47,告辞，再也不用,1,厌恶至极，早已变味,我是从初中开始用的站，到现在已经快大学毕业了，但是现在站推送的内容充斥着恶意造谣，引战带节奏，发布不实信息，评论区乌烟瘴气，各种嘲讽，我简直怀疑是故意推送这些内容来给我的，我平时也就想看点游戏内容，而不是这些东西,是从 大学毕业 推送 内容 充斥 恶意 造谣 引战 节奏 发布 信息 评论 嘲讽 怀疑 推送 内容 看点 游戏 内容,正面
,2024-01-30 17:26:22,礼於卉馨,3,用小窗口时，收藏的视频可以连续播放,加载快一些,加载,负面
,2024-01-30 16:42:31,天涯111888,1,真恶心,（该条评论已经被删除）课堂方便键有问题,评论 删除 课堂,正面
,2024-01-30 15:27:58,权威性嘎嘎,1,网暴平台,字母站已经成了网暴平台，蛆站！,字母 网暴 平台 蛆站,负面
,2024-01-30 13:51:06,我要卡尔,5,B站,站专业,专业,正面
,2024-01-30 13:09:15,AustainQlw_C,5,装备和道具花了一千多块,（该条评论已经被删除）我从来都没想过要放弃站。,评论 删除 放弃,负面
,2024-01-30 13:01:43,luajajajhb,1,服了,有的番不是删减就是删减不是下架就下架没版权没版权,删减 删减 下架 下架 版权 版权,负面
,2024-01-30 12:33:34,蓝ㄅ博灵,5,他们能给我带来很多正能量,（该条评论已经被删除）我到现在还没找到以前的“追番”在哪里。,评论 删除 找到 追番,负面
,2024-01-30 12:22:20,梁山666,5,荒野乱斗,我是因为能免费得到荒野乱斗的奖励而来的，而且这边的环境也不错，我非常喜欢,荒野 环境 不错 喜欢,正面
,2024-01-30 11:27:12,Sjjkjahh,5,关于登陆问题,给五星是为了被看到。那个自动登陆弹窗能不能关掉？两三分钟弹出来一次，吃饱了撑的？临时听个歌一直弹，烦不烦？发电降低用户体验？我想不想登陆是我自己的自由吧？,登陆 弹窗 关掉 吃饱 了撑 不烦 降低 用户 体验 不想 登陆 自由,负面
,2024-01-30 10:01:51,王一郎,5,功能比较全面,用了好多年了，喜欢,喜欢,正面
,2024-01-30 06:24:38,Flossie Rosenba●um,5,🌚,（该条评论已经被删除）全是正能量。,评论 删除 全是 能量,负面
,2024-01-30 01:54:05,iuhggggggggggggg,1,你没事吧,手机也是，我不登录就不给我看评论，什么鬼？祝你早点倒闭,手机 登录 评论 倒闭,正面
,2024-01-30 00:00:01,看看蓝蓝路,1,体验感好差,刷竖版视频十个有七个是卖货视频，不知道还以为我打开了淘宝,竖版 视频 卖货 视频 打开,负面
,2024-01-29 22:15:06,Paloto,1,天天推送引战有意思？😅,（该条评论已经被删除）天天买评分更有意思😅,评论 删除 评分,负面
,2024-01-29 20:35:21,谭莉萍,5,哔哩哔哩的评语,非常不错,不错,正面
,2024-01-29 20:30:21,我是夜莺我唱唱唱,1,风气越来越烂了,一进去不知道还以为是厕所呃呃,厕所,负面
,2024-01-29 20:21:47,ghjredgy,5,可以看好多视频,站是最好的一个发视频的,视频,正面
,2024-01-29 19:49:29,IMBenjamin,1,怎么把自动弹出来的投票关掉啊,几乎每个视频都会弹出投票之类的，关闭按钮又小的可怜，太影响体验了。,视频 弹出 投票 关闭 按钮 可怜 体验,负面
,2024-01-29 17:52:30,耶比心♥️取名字太难了,5,内容,内容很丰富,内容,正面
,2024-01-29 17:44:50,Elv〖era Green,5,有学生群体到老师到社会,（该条评论已经被删除）舞蹈。,评论 删除 舞蹈,负面
,2024-01-29 17:06:50,hd7293,1,开始做推广广告了？刚点了不想看，过几分钟就给我推同样的一条,开始做推广广告了？刚点了不想看，过几分钟就给我推同样的一条，不把用户当人？喜欢这样，迟早我也会像爱腾优一样退订会员，又不是真的没地方看视频了，再说很多站上也没有。缺钱会员就涨价，别这样不管用户感受。,推广 广告 不想 用户 喜欢 退订 会员 地方 视频 缺钱 会员 涨价 用户 感受,负面
,2024-01-29 16:46:52,¥祝晶,5,6年老用户,直接扯到别的圈，还有我的就甚至是灵魂都会得到升华。,灵魂,正面
,2024-01-29 15:21:20,疯组六杀神,1,全是黄色广告,全都是黄色广告,黄色 广告,负面
,2024-01-29 15:03:57,猪鼓励@,3,皮肤里面绿色咋没了？,刚进去成了白的了，只有白色，粉色，黑色了，绿色呢,白色 粉色 黑色 绿色,正面
,2024-01-29 14:56:21,犹犹豫豫1238,5,构思,要会员,会员,正面
,2024-01-29 14:42:18,老鼠药好好吃,5,棒棒棒,棒棒棒,棒棒,正面
,2024-01-29 13:32:46,seasoninwechat,5,全能b站,全能站，我的学习平台，足球平台,全能 学习 平台 足球 平台,正面
,2024-01-29 12:48:10,七濑天路,5,支持！,视频质量挺好的，但能不能把短视频赶出站，影响社区氛围！,视频 质量 视频 赶出 社区 氛围,正面
,2024-01-29 12:02:43,竹瓜,1,不高兴,我注册了一个号，昨天上午还能正常登录，下午直接没了，什么意思呀？找还找不回来，希望改进,注册 登录 回来 希望 改进,正面
