content,fenci
村超带给我们快乐，国足呢让我们感受羞耻感,羞耻感
不说我说的话，国足确实是职业，但是看着实在闹心，我怕多看几场心脏受不了。村超虽然不是职业，但是看着舒服，最主要的是氛围感十足,职业 心脏 职业 氛围
村超只是想表达对足球的热爱，从而网友表达的是对比，但也不否认全中国也热爱足球，同时也希望足协能改变足球的种种劣迹，更希望中国球队能在世界上占一席之地。,足球 网友 中国 足球 足球 劣迹 中国 球队
看了看村超的比赛，觉得董路说的没毛病....玩玩得了，天天对比这对比那，一会罗一会贝利的，看多了挺反感的,董路 毛病 玩玩 贝利
要是村超水平职业，那么你中超存在的意义是什么为了吃海参吗,超水平 职业 意义 海参
怎么好意思站出来讲这番话的，体育运动本就是兴趣爱好，14亿人口里选出来的足球运动员把足球踢成什么了现在人家玩一玩，高下立判，受不了了,这番话 体育运动 人口 足球 运动员 足球 高下
"我只能说村超的足球?"" 是很纯粹的体育精神，",足球 体育精神
只有你替养生队说话，你国足怎么不去跟巴西这些足球强国踢球，我们贵州吃折耳根，没有海生吃，,国足 巴西 足球 强国 踢球 贵州 耳根 海生
村超影响了某些人的利益，所以人家会发声的，我个人认为，只要有实力什么超都无所谓，凭实力说话比什么都好,利益 实力 实力
这叫羡慕嫉妒恨，我不是吹，董路来村超，我安排在贵州飞机场、动车站跑车的兄弟拦路拉去挖20年的煤,董路 贵州 飞机场 车站 跑车 兄弟
水平如何姑且不说，为啥人家没人骂，某些人怎么如过街老鼠这是水平的问题么是态度好么,水平 水平 态度
董路泰森 打赢我给他10,董路 泰森
主要看精气神，中超有吗董路玩去吧,精气神 董路
人家从来没想和别人比，村级队伍怎么能和国家队比不懂球的都应该知道这个，这没啥好说的。只是想表达国足不应该才是现有的水平，有点伤国民心了。村超给我们带来的是积极的影响，让我们感受到了好的足球氛围，一个纯粹热爱足球的氛围。,村级 队伍 国家队 国足 水平 国民 足球 氛围 足球 氛围
我只想说，你这样说，道德吗别人是随便玩玩，而且是吃的折耳根，看看你们所谓的精英，吃海参，结果呢,道德 玩玩 耳根 精英 海参
别人就是玩纯粹的足球，稀罕你那十万块。别人水平低，但是大家喜欢看，你水平再高，没人看也白搭，想想原因吧，你们谈职业不怕让人笑掉大牙,足球 水平 水平 白搭 原因 职业
我请问你，足球的最终目的是什么，不就是为了大众快乐吗管你国家队还是乡村队，能使我快乐就是最好的。,足球 目的 大众 国家队 乡村
你这10万算个球球，怕输啊才10万我就敢说，国足10年内拿世界杯冠军我出一个亿反正我输不了,球球 国足 世界杯 冠军
村超能跟国足比吗，村超能天天吃海参，个个大肚腩吗，当然没法比了,海参 大肚腩
村超至少比国足强点，国足连亚洲都冲不出，黑点不用多说，村超至少会带来新的希望,比国 强点 国足连 亚洲 黑点
国足有存在的意义吗有啥大不了的，越来越倒出这里是老百姓的足球，快乐的足球，纯粹的足球，自发的足球，中国足球要发展还得有群众基础,国足 意义 老百姓 足球 足球 足球 足球 中国 足球 群众 基础
羡慕有啥用，只知道打压，你够职业你来一个让我们贵州人关注关注,职业 贵州
村超的水平不够职业 国足的职业不够水平,水平 职业 国足 职业 水平
国足花了国家多少钱村超花了国家多少钱,国足 国家 钱村超 国家
评判国足职业是否是以海参为标准的，如果是这样的话，村超确实不够水平。,职业 海参 标准 水平
说的没问题，力挺董路,董路
那你倒是拿个金奖或银奖来说话啊,金奖 银奖
劳驾您别给人家扣大帽子。就您职业，您这些年体重胖了几十斤了,劳驾 大帽子 职业 体重
我们村超好不好不用你管，我们就是玩儿，我们就是图个乐呵，我们就是喜欢，你踢的专业，我们不愿意看呢，主要是,玩儿 专业
说国足是职业的是对职业足球的不道德,职业 职业 足球
村超能给人民带来快乐，国足给人民带来的只是失望,国足
国足若能赢阿根廷或者法国，我也出十万元奖金董路，看清楚是欧元,国足 阿根廷 法国 奖金 董路 欧元
真是悲哀，但是我也不知道悲哀什么，感觉都很有问题，可能上个月村超是纯粹的村超，但是现在的村超绝对不是单纯的足球，国足我就不说了吧,感觉 足球 国足
键盘侠就会断章取义，人家吐槽的是那些渲染和攻击海参队的行为，并不是说村超不好，就跟普通钓鱼爱好者吐槽刘特级只会钓白条是一样的性质（狗头保命，键盘侠轻点喷）,键盘 海参 钓鱼 爱好者 白条 性质 狗头 键盘
村超在把国足赢了，你国足真有脸敢出门吗,国足
茅台酒都不再是国酒了，不能带＂国”字了，足球队为什么还能称国足求解,茅台酒 足球队 国足
职业国足确实很道德，逢球必踢，踢球必败。,职业 道德 踢球
太浅薄了，只有赢了只有进球才是英雄吗要是中国队能像格子军团一样拼到最后一刻都不放弃，我想即便他们输了，他们照样也是英雄,进球 英雄 中国队 格子 军团 英雄
中超够职业，职业是够钱多。村超不职业不说钱,职业 职业 职业
这要不安排下，不为这10万，为这口气，要是村超赢了，是不是就是要解散国足了,口气
董路就是国足发展的绊脚石,董路 绊脚石
国足职业，打出了14亿人的耻辱，村超业余，却玩出了世界的关注,职业 耻辱 业余 世界
攻击国足怎么就不道德了，女足有人攻击吗,女足
村超没有海参，是不专业的，,海参 专业
本来就不是职业的但球踢得好就行中超职业又怎么样职业输球,职业 职业 职业 输球
村超关你什么事没吃海参，哪够职业，但我们喜欢。,海参 职业
你把国足和村超比，可见国足的水平也就那样,国足 国足 水平
董路谁呀看不起谁呀，村超怎么了我就觉得村超好，踢出了中国志气,董路 中国 志气
不懂就我.这个叫董路是干什么的,董路
村超从来没自己说过职业，没有村超难道就不抨击国足了么，抨击国足就是最道德的事情,职业 道德 事情
确实不够职业，要是职业肯定会伸头躲球吧,职业 职业
村超很好，村超的水平不够职业，但是真的让国人看到足球在崛起，盲目用村超过度渲染，只会让例如董路这些人来趁热度，是不道德的行为,水平 职业 国人 足球 盲目 董路 热度
是没有请他来评论失落了,评论
国足如果连村超都踢不赢，那可以解散国足了，你要比就拿全方位比，国足是领工资拿奖金的，村超没工资，没奖金。你还要比么。全是砖头,连村超 国足是 奖金 奖金 砖头
周星驰的少林足球不是梦想，足球就应该在人民中发展体育，强身健国，为国争光，所有为了利益的人才是绊脚石。争气吧中国足球。,周星驰 少林足球 梦想 足球 利益 人才 绊脚石 争气 中国 足球
现在千万不要讲国足，讲国足我心脏病马上发来了，村超至少可以让我带上娃娃去当地感受文化，而且可以带动经济,讲国 讲国 心脏病 马上发 娃娃 文化 经济
国足就是那个县队都踢不过的那个还有村超够不够职业，叫国足带着海参来比比再说,县队 职业 海参
其实就是拐着弯想资助村超十万元而已,资助
其实中国人民还是很热爱足球的，就是吃海参的那些人把中国人民搞寒心了,中国 足球 海参 中国 寒心
孩子小，难免不用脑的话。望大家见谅,孩子 用脑
村超真的不够职业，他们不会踢假球不敢踢假球，怕回村被打,职业 假球 假球
弱弱的问一句，有多少人知道这个董路啊,董路
村超这么激情火热也是正常的，但凡男国足争气点也不会有人老是拿来调侃,激情 火热 男国 争气
我们难道不知道村超不职业，他们只是业余时间的爱好，拿着那么高工资又不干实事。,职业 业余时间 实事
若果他说的那个职业的国足，能打进世界杯里，球迷可以奖励一个亿，不然他们算什么职业的,职业 国足 世界杯 球迷 职业
人家本来是吃海参的，这样一弄，让人家吃什么,海参
村超是一种精神，你叫中超赢几个球试试,精神
本来就不是职业的，要什么水平过度渲染了啥攻击也是我们这些球迷攻击，因为中超职业水平太差了打假球就道德了,职业 水平 过度 球迷 职业 水平 假球 道德
国足的道德是我们攻击没得,国足 道德
董路说的对，因为村超足球队不会“打假球”，不会把球射入自己的球门，没有吃“海参”……所以村超足球队不专业,董路 足球队 假球 射入 球门 海参 足球队 专业
人家稀罕你这10万真以为你是谁啊,万真
我是老家贵州的，我小学在农村读，好像一年级就有足球队了，根本不是昙花一现……,老家 贵州 小学 农村 足球队
10是一人10么，要是一个队给10就一边歇着吧，都不如去看村超的那帮热爱足球的球迷打赏的多,足球 球迷
请问去厕所怎么走呀，尿尿很急哇，有董路的吗,厕所 董路
