评论,fenci,情感分类,主题概率,主题类型
1、发现键盘最上面按键地板较松，2、光驱读盘噪音大，3、安装后音量控制快捷键好像不管用，不知道是不是驱动没安装好！4、一键恢复系统不能用，出现花屏，有人说是硬盘接口需要修改！,发现 键盘 按键 地板 较松 光驱 读盘 噪音 安装 音量控制 快捷键 好像 驱动 安装 一键 恢复 系统 花屏 有人 硬盘 接口 修改,neg,"[(5, 0.80638075), (6, 0.15633349)]",5
发热是挺高，静音一般，屏幕一般，还有就是快递公司很差，就放到单位传达室就走了，是，我都没验验货，要是途中摔坏了，我找谁。我刚买一天就赠杀毒软件，过两天又降100，我真晕，强烈不满，请京东给个说法,发热 静音 屏幕 快递 公司 放到 单位 传达室 没验 验货 途中 摔坏 杀毒软件 两天 强烈不满 京东 说法,neg,"[(1, 0.7970616), (8, 0.07652706), (10, 0.08271658)]",1
为什么装好系统了  用半个小时容易蓝屏？是什么情况？知道的联系下：252620710！,系统 半个 小时 蓝屏 情况,neg,"[(0, 0.011909993), (1, 0.8451703), (2, 0.0119100185), (3, 0.0119099775), (4, 0.0119099375), (5, 0.011909993), (6, 0.011909949), (7, 0.011909941), (8, 0.011909966), (9, 0.011910094), (10, 0.01190994), (11, 0.011909934), (12, 0.011909942), (13, 0.0119099775)]",1
第一天4799送来，第二天就4699了，心里不平衡。驱动对的支持真好，自动就装上了，但是可苦了我了，一个一个的摸索啊，结果还不满意。,第一天 送来 第二天 平衡 驱动 支持 自动 装上 可苦 摸索 满意,neg,"[(2, 0.52389276), (6, 0.40461066)]",2
比较重，原装包装进去的时候很挤。音响没有想象中的好，屏幕确实06年第一周的，色彩一般般，赶不上现在的，不过还行。 2003驱动装不全。,原装 包装 很挤 音响 想象 屏幕 确实 第一周 色彩 一般般 赶不上 驱动,neg,"[(6, 0.9285127)]",6
1.屏幕是  2006年第一周产的（据传这批货有质量不行）,屏幕 第一周 据传 批货 质量 不行,neg,"[(0, 0.010212922), (1, 0.8672317), (2, 0.010213046), (3, 0.010212919), (4, 0.01021293), (5, 0.010212918), (6, 0.010212969), (7, 0.0102129895), (8, 0.010212916), (9, 0.010212932), (10, 0.010212941), (11, 0.010212947), (12, 0.010212929), (13, 0.010212919)]",1
屏幕上有1个坏点！！！只是光盘带的驱动不太明白，还带的有无用的驱动（比如指纹的）， 京东多的东西都送了，一个鼠标也表现得那么吝啬。 可以不要送瑞星那玩意~~~换成鼠标就好了！,屏幕 上有 坏点 光盘 驱动 明白 无用 驱动 指纹 京东 东西 鼠标 表现 吝啬 瑞星 玩意 换成 鼠标,neg,"[(3, 0.77372706), (6, 0.18112826)]",3
发热比较大，可能是系统没安装好，温度一直在50度以上，电压有时会变为1，不知为什么,发热 系统 安装 温度 电压 变为 不知,neg,"[(3, 0.71236867), (6, 0.18042631)]",3
没有提供驱动，装机比较麻烦。,提供 驱动 装机 麻烦,neg,"[(0, 0.014286905), (1, 0.014286964), (2, 0.014286949), (3, 0.014286946), (4, 0.0142870275), (5, 0.014286923), (6, 0.8142697), (7, 0.014286953), (8, 0.014286986), (9, 0.014286934), (10, 0.014286939), (11, 0.014286927), (12, 0.014286912), (13, 0.014286944)]",6
的驱动不好找！我的17号提的货，现在就降价了100元，而且还送杀毒软件！,驱动 不好 降价 杀毒软件,neg,"[(0, 0.014286999), (1, 0.014287125), (2, 0.014287018), (3, 0.014287061), (4, 0.014287064), (5, 0.014286996), (6, 0.014287045), (7, 0.014287083), (8, 0.81426847), (9, 0.014287098), (10, 0.014287019), (11, 0.014287027), (12, 0.014286997), (13, 0.014287009)]",8
摄像头摄取的范围较小，仅有一个大头像，与华硕客服咨询结果：摄像头驱动问题，烦请哪位前辈有此驱动不吝分享。给个下载的链接就好，先谢了！,摄像头 摄取 头像 华硕 客服 咨询 摄像头 驱动 烦请 哪位 前辈 驱动 不吝 分享 下载 链接,neg,"[(9, 0.94534916)]",9
华硕做工有待提高，键盘中部略微凸出，不影响使用。 其他暂时没发现什么。,华硕 做工 有待 提高 键盘 中部 凸出 影响 暂时 发现,neg,"[(4, 0.075512774), (11, 0.2623424), (13, 0.590667)]",13
比较笨重，移动性能差！不包电池都有3，加上送的包和外包装有6，提货的时候不是一般的累。。。,笨重 性能 电池 包和 外包装 提货,neg,"[(0, 0.010209368), (1, 0.01020936), (2, 0.86727834), (3, 0.010209344), (4, 0.010209349), (5, 0.010209352), (6, 0.010209346), (7, 0.010209371), (8, 0.010209349), (9, 0.010209381), (10, 0.010209343), (11, 0.010209347), (12, 0.010209361), (13, 0.010209361)]",2
屏幕上有一个坏点，夜间测试，硬盘滴答滴答的响。,屏幕 坏点 夜间 测试 硬盘 滴答 滴答,neg,"[(7, 0.8838507)]",7
物品还没发现不足，不过京东网的服务属实不好，客服办事效率有待提高。,物品 发现 京东 服务 属实 不好 客服 办事效率 有待 提高,neg,"[(7, 0.4947315), (10, 0.42728534)]",7
驱动比较难装，累了个半死华硕的返修率貌似有点高，希望我是个幸运者，别碰到这种事。,驱动 半死 华硕 返修率 貌似 希望 幸运者 碰到,neg,"[(1, 0.89675134)]",1
驱动比较难装，累了个半死,驱动 半死,neg,"[(0, 0.023830526), (1, 0.69020224), (2, 0.023830658), (3, 0.023830598), (4, 0.023830656), (5, 0.02383053), (6, 0.023830635), (7, 0.02383056), (8, 0.023830673), (9, 0.02383076), (10, 0.023830548), (11, 0.023830581), (12, 0.023830539), (13, 0.023830546)]",1
屏幕上的华硕上很热，听说是因为背光灯的缘故，不知道是否会影响使用寿命。,屏幕 华硕 听说 是因为 背光灯 缘故 影响 使用寿命,neg,"[(9, 0.18868035), (12, 0.716)]",12
的使用较大，不知道寿命如何？显示屏中间的华硕标志非常热，不知道是有点还是缺点。主要是在贴这个标志的时候，贴的很糟糕。,较大 寿命 显示屏 华硕 标志 缺点 标志 糟糕,neg,"[(9, 0.89676255)]",9
外观一般。笨重！,外观 笨重,neg,"[(0, 0.023831517), (1, 0.023831416), (2, 0.023831509), (3, 0.023831416), (4, 0.023831416), (5, 0.023831427), (6, 0.02383143), (7, 0.6901912), (8, 0.02383144), (9, 0.02383142), (10, 0.02383143), (11, 0.023831418), (12, 0.02383142), (13, 0.023831544)]",7
1、发热量大，需要配备额外散热系统，真的热死个人。,发热量 配备 额外 散热 系统 真的,neg,"[(0, 0.4637077), (1, 0.010217602), (2, 0.41368145), (3, 0.010217524), (4, 0.010217571), (5, 0.010217585), (6, 0.010217593), (7, 0.010217585), (8, 0.010217592), (9, 0.010217597), (10, 0.010217612), (11, 0.010217531), (12, 0.010217527), (13, 0.010217568)]",0
系统下也没有无线网卡驱动，用驱动精灵可解决。,系统 无线 网卡 驱动 驱动 精灵 解决,neg,"[(1, 0.88389593)]",1
系统环境下自带的驱动软件盘不能自动运行，需要进盘里逐一安装，有些软件装了不知道用途。,系统 环境 自带 驱动 软件 自动 运行 进盘 逐一 安装 软件 用途,neg,"[(6, 0.9285332)]",6
键盘不灵，最重要的是装了声卡驱动之后，电脑还是找不到声卡！屏幕发白,键盘 不灵 声卡 驱动 电脑 不到 声卡 屏幕 发白,neg,"[(6, 0.37667215), (11, 0.5375236)]",11
这款机子跟新蓝5290一模一样，也就是说，是华硕代工做给新蓝电脑的,机子 新蓝 一模一样 华硕 代工 新蓝 电脑,neg,"[(12, 0.8838655)]",12
发热比较大 独显估计都这样  驱动太多了 很多用不上 比如拿摄像头当相机和那个纯属扯淡。。。,发热 独显 估计 驱动 用不上 摄像头 相机 纯属 扯淡,neg,"[(1, 0.90706563)]",1
刚开机，电脑风扇直接运行，出风口热风呼呼的一直不停，吓一大跳，不过装完系统后就好了。没有驱动～～建议华硕赶紧加上,开机 电脑 风扇 运行 出风口 热风 呼呼 不停 一大跳 装完 系统 驱动 建议 华硕 赶紧,neg,"[(12, 0.9419341)]",12
一般~而且主板前端总线只有667~800内存的内存全部降为667工作~而且显卡显存一般~功能键部分不是太好使~可能驱动没有装好~提货时发货人员服务态度一般~,主板 前端 总线 内存 内存 降为 工作 显卡 显存 功能键 不是太好 驱动 提货 发货 人员 服务态度,neg,"[(6, 0.77807516), (8, 0.07463329), (10, 0.101037025)]",6
左边掌托比较热，比右边热很多；,左边 掌托 右边,neg,"[(0, 0.017861066), (1, 0.017861081), (2, 0.017861083), (3, 0.017861066), (4, 0.017861232), (5, 0.017861098), (6, 0.76780576), (7, 0.017861083), (8, 0.017861094), (9, 0.01786109), (10, 0.017861072), (11, 0.017861066), (12, 0.017861092), (13, 0.01786108)]",6
驱动的确麻烦，至今摄像头没弄好，打开出错！体积有些过于庞大，不够精致,驱动 麻烦 摄像头 打开 出错 体积 庞大 精致,neg,"[(4, 0.8967831)]",4
1.电话线、网卡接口处没有状态指示灯；,电话线 网卡 接口处 状态 指示灯,neg,"[(0, 0.011914702), (1, 0.8451086), (2, 0.011914706), (3, 0.011914704), (4, 0.011914715), (5, 0.011914734), (6, 0.011914706), (7, 0.0119147), (8, 0.011914703), (9, 0.0119147), (10, 0.011914725), (11, 0.011914702), (12, 0.011914728), (13, 0.011914837)]",1
旗舰版安装比较顺利，不过驱动盘里面的无线网卡驱动不对，按照前面一些朋友说的型号 771，去网上下载了来，装上，顺利~~,旗舰版 安装 比较顺利 驱动 无线 网卡 驱动 朋友 型号 网上 下载 了来 顺利,neg,"[(4, 0.9336378)]",4
没有发现无线网卡开关，另外屏幕下面的的发热量惊人，开机不到十分钟就很烫手！,发现 无线 网卡 开关 屏幕 的的 发热量 惊人 开机 不到 十分钟 烫手,neg,"[(6, 0.9285333)]",6
发热量没有解决，散热效果不理想。基本上要保持在50度以上。其次，在促销消息中明明写着支持靓彩技术，可是系统安装完毕后根本就用不了，快捷键+也就不能用。内存的性能稍微差了些。,发热量 解决 散热 效果 理想 促销 消息 明明 支持 靓彩 技术 系统 安装 完毕 快捷键 内存 性能 稍微,neg,"[(6, 0.20916916), (7, 0.74569005)]",7
鼠标不舒服，显示器分辨率、刷新率太低.装系统有点麻码，花了一下午的时间，建议厂家在盘中写一份详细的安装说明书。,鼠标 舒服 显示器 分辨率 刷新率 系统 麻码 下午 时间 建议 厂家 盘中 一份 详细 安装 说明书,neg,"[(1, 0.8549721), (3, 0.09456067)]",1
硬盘盖和主机体之间接合不紧密(就是靠近光驱的一端)，有条由窄到宽的缝隙，感觉应该不是故意留出来散热用的。不知道对防尘有否影响。是不是模具的问题？各位的机器有这个问题么?还是我这个机器的个别问题？谢谢,硬盘 机体 之间 接合 紧密 靠近 光驱 一端 缝隙 感觉 不是故意 散热 防尘 有否 影响 模具 机器 机器 谢谢,neg,"[(2, 0.9535194)]",2
"驱动不全,难找.  只能用驱动人生2009,驱动精灵2009都不怎么行!  少特殊功能键和指纹识别驱动",驱动 只能 驱动 人生 驱动 精灵 功能键 指纹识别 驱动,neg,"[(3, 0.90709496)]",3
找驱动麻烦不小,驱动 麻烦 不小,neg,"[(0, 0.017866584), (1, 0.01786664), (2, 0.017866613), (3, 0.017866625), (4, 0.7677338), (5, 0.017866597), (6, 0.01786664), (7, 0.017866617), (8, 0.017866626), (9, 0.01786684), (10, 0.017866608), (11, 0.017866606), (12, 0.017866591), (13, 0.01786661)]",4
要是有的驱动就好了，为了找驱动足足用了5个小时，不过现在已经全部安装好了。,驱动 驱动 足足 小时 安装,neg,"[(0, 0.011905176), (1, 0.011905217), (2, 0.5199389), (3, 0.011905192), (4, 0.011905222), (5, 0.011905172), (6, 0.3371989), (7, 0.011905164), (8, 0.011905198), (9, 0.011905225), (10, 0.011905154), (11, 0.01190518), (12, 0.011905154), (13, 0.011905165)]",2
面处比较热。电源变压器有点热。有点重了，出门带着比较累。,面处 电源 变压器 出门,neg,"[(0, 0.014297121), (1, 0.014297093), (2, 0.014297076), (3, 0.014297076), (4, 0.8141379), (5, 0.014297086), (6, 0.014297076), (7, 0.014297078), (8, 0.014297086), (9, 0.014297108), (10, 0.014297078), (11, 0.014297093), (12, 0.014297076), (13, 0.014297105)]",4
15的屏幕1280*800的分辨率低了；驱动不全，希望华硕能出的驱动，显卡的优势不明显，没有想象中的强劲，屏幕发白，不加电池的情况下电源指示灯一直闪烁，电源适配器太热了,屏幕 分辨率 驱动 希望 华硕 能出 驱动 显卡 优势 想象 强劲 屏幕 发白 电池 情况 电源 指示灯 闪烁 电源适配器,neg,"[(1, 0.23743193), (4, 0.71967846)]",4
右边快捷键的驱动要到官网上下载；系统不会用；悬浮式键盘虽然好看，但也容易积灰。  这个软件没有根本就没有用也看不到，相应的这个快捷键也是摆设。,右边 快捷键 驱动 要到 网上 下载 系统 悬浮式 键盘 好看 积灰 软件 看不到 快捷键 摆设,neg,"[(6, 0.9419211)]",6
驱动超级麻烦，用已经算轻松了，无线网卡的驱动可以到上面找，网卡的型号是771，找50型号的就可以了,驱动 超级 麻烦 轻松 无线 网卡 驱动 网卡 型号 型号,neg,"[(1, 0.9155764)]",1
的驱动实在是太难找了。尤其是声卡驱动，华硕不会这个都搞不定吧。不够意思。稍逊，配这个显卡差点。,驱动 实在 声卡 驱动 华硕 搞不定 不够意思 稍逊 显卡 差点,neg,"[(6, 0.28286573), (11, 0.6391397)]",11
送货方有一点 小问题，送货前只给我打过一次电话我没接到！竟然当天就不给我送货了~！！要不就能前5个做评价了。后来也不着急评价了,送货 一点 送货 电话 接到 当天 送货 评价 着急 评价,neg,"[(3, 0.7088993), (4, 0.21312298)]",3
但是太重了，屏幕效果一般，音?一般，音量?可以。屏幕中????示散?不好，??不如的，16：10屏幕。包?有?破?,太重 屏幕 效果 音量 屏幕 示散 不好 屏幕,neg,"[(1, 0.89677334)]",1
"较难安装操作系统,有些驱动还没找到，不知是不是驱动的原因声音较差。最好也安装系统，给足各种驱动。",安装 操作系统 驱动 找到 不知 驱动 原因 声音 较差 安装 系统 驱动,neg,"[(1, 0.16612418), (6, 0.76787394)]",6
商品的不足暂时还没发现，京东的订单处理速度实在.......周二就打包完成，周五才发货...,商品 暂时 发现 京东 订单 处理速度 实在 周二 打包 周五 发货,neg,"[(4, 0.9225694)]",4
既然是游戏专用就应该搞个系统的驱动嘛！！！！！！！！！！！！,游戏 专用 系统 驱动,neg,"[(0, 0.0142921675), (1, 0.014292133), (2, 0.014292099), (3, 0.014292091), (4, 0.014292127), (5, 0.014292061), (6, 0.014292151), (7, 0.014292084), (8, 0.014292108), (9, 0.81420255), (10, 0.014292098), (11, 0.0142921535), (12, 0.014292064), (13, 0.014292093)]",9
说明书简陋 随盘带的软件没有详细说明做什么用的 装的时候都不知道 不装的话 有些快捷键没法用 装的话不知道那个是那个 ，另外，键盘的手感不是很好。,说明书 简陋 盘带 软件 详细 快捷键 没法用 键盘 手感,neg,"[(3, 0.49415118), (5, 0.42005643)]",3
说明书简陋 随盘带的软件没有详细说明做什么用的  装的时候都不知道 不装的话 有些快捷键没法用 装的话不知道那个是那个,说明书 简陋 盘带 软件 详细 快捷键 没法用,neg,"[(2, 0.31490272), (3, 0.57786435)]",3
上门自提时，京东居然把原来包装的塑料袋收回去了，没有这个塑料袋，用户自提很不方便。验机必需要用户付完款后才能验，但付完款后，机器要自已拆开验，验完后要自已包装好。验机过程也没技术人员提供任何技术协助。,上门 提时 京东 包装 塑料袋 收回 塑料袋 用户 自提 验机 用户 完款 完款 机器 自已 拆开 验完 自已 包装 验机 过程 技术人员 提供 技术 协助,neg,"[(1, 0.9642625)]",1
的驱动很难搞，最后找齐了，可惜声卡一直不大好，驱动换了几个还是有破音现象.....,驱动 难搞 找齐 可惜 声卡 不大好 驱动 几个 有破 现象,neg,"[(4, 0.91553605)]",4
京东给选择的快递公司送货太慢了，而且外包装上还有很深的磕碰痕迹，还好里面的包装完整无损。,京东 选择 快递 公司 送货 太慢 外包装 磕碰 痕迹 还好 包装 完整无损,neg,"[(6, 0.9285156)]",6
