original_content,processed_content
トヨタ自動車が発表した高級車ブランド「レクサス」の２０２１年世界販売台数は、前年比６％増の７６万１２台だった。過去最高だった１９年（７６万５０００台）にほぼ並ぶ過去２番目の水準となった。,トヨタ自動車 発表 高級 ブランド レクサス 世界 販売 台数 前年 過去 最高 ほぼ 並ぶ 過去 番目 水準
　販売を先導したのはハイブリッド車（ＨＶ）をはじめとする電動車だ。１０％増の約２６万台を販売し、過去最高を更新した。昨年１１月に発売した新型「ＮＸ」のプラグインハイブリッド車（ＰＨＶ）は納期が１年待ちの状態だという。,販売 先導 ハイブリッド はじめ 電動 販売 過去 最高 更新 昨年 発売 新型 プラグインハイブリッド 納期 待ち 状態
　地域別では、北米が１２％増の３３万２０００台。中国は２２万７０００台で１％増だった。中国は４年連続で過去最高を更新した。欧州は２％増の７万２０００台、日本は４％増の５万１０００台と主力市場でいずれも販売を伸ばした。,地域 北米 中国 中国 連続 過去 最高 更新 欧州 日本 主力 市場 いずれ 販売 伸ばし
　スポーツ用多目的車（ＳＵＶ）の人気が高く、全体の６６％を占めたという。,スポーツ 多目的 人気 高く 全体 占め
　トヨタは昨年１２月、電気自動車（ＥＶ）の世界販売台数を３０年に３５０万台にする計画を掲げ、うちレクサスが１００万台を占める。３５年にはレクサスをＥＶ専門ブランドにする方針だ。今春には新型ＥＶ「ＲＺ」を発表する予定で、試作モデルの画像を公開した。,トヨタ 昨年 電気 自動車 世界 販売 台数 計画 掲げ レクサス 占める レクサス 専門 ブランド 方針 今春 新型 発表 予定 試作 モデル 画像 公開
Title: 【独自】ホンダ、ＥＶ電池を中・韓メーカーから調達…次世代電池の自社開発は継続,独自 ホンダ 電池 メーカー 調達 次世代 電池 自社 開発 継続
ホンダの電気自動車（ＥＶ）用電池の調達計画が明らかになった。生産拠点の近くから輸送するため、日米中の３市場でそれぞれ異なる中国や韓国のメーカーから調達する。米国では提携するゼネラル・モーターズ（ＧＭ）と共同購入することで、さらに調達コストを下げる。より長い航続距離を実現する次世代電池の自社開発も急ぐ。,ホンダ 電気 自動車 電池 調達 計画 明らか 生産 拠点 近く 輸送 市場 異なる 中国 韓国 メーカー 調達 米国 提携 ゼネラル・モーターズ 共同 購入 調達 コスト 下げる 長い 航続 距離 実現 次世代 電池 自社 開発 急ぐ
　複数のホンダ関係者が明らかにした。２月にも発表する。,複数 ホンダ 関係 明らか 発表
　ホンダは２０４０年までに、新車販売の全てをＥＶか燃料電池車にする目標を掲げる。実現には大量の電池を低コストで確保することが欠かせない。,ホンダ 新車 販売 全て 燃料 電池 目標 掲げる 実現 大量 電池 コスト 確保 欠か
　ただ、車載用電池の世界シェア（占有率）上位１０社は３位のパナソニック以外、中韓勢が占める。現在主流のリチウムイオン電池は重くて発火の恐れがあり、輸送費が高い。電池工場はＥＶ生産拠点の近くに立地していることが重要だが、パナソニックはトヨタ自動車や米ＥＶ大手テスラとの関係が深い。,車載 電池 世界 シェア 占有 上位 パナソニック 以外 占める 現在 主流 リチウム イオン 電池 重く 発火 恐れ 輸送 高い 電池 工場 生産 拠点 近く 立地 重要 パナソニック トヨタ自動車 大手 テスラ 関係 深い
　このため、ホンダは目標達成に向け、当面は生産量の多い中韓勢からの調達に頼ることにした。次世代電池として期待される「全固体電池」は２０年代後半の実用化を目指して自社開発を続け、実現すれば切り替えを進めたい考えだ。,ホンダ 目標 達成 向け 当面 生産 多い 調達 頼る 次世代 電池 期待 固体 電池 年代 後半 実用 目指し 自社 開発 続け 実現 すれ 切り替え 進め たい 考え
　北米市場向けに、米国の工場では世界シェア２位の韓国・ＬＧエナジーソリューションから供給を受ける。ホンダ幹部は「米国ではＬＧと合弁電池工場を建設するのも選択肢の一つ」と話す。ＧＭとＥＶを共同開発し、２９年までにスポーツ用多目的車（ＳＵＶ）や中小型車を発売する。,北米 市場 向け 米国 工場 世界 シェア 韓国 エナジーソリューション 供給 受ける ホンダ 幹部 米国 合弁 電池 工場 建設 選択肢 一つ 話す 共同 開発 スポーツ 多目的 小型車 発売
　世界最大の自動車市場の中国では、トップシェアの中国・ＣＡＴＬから調達する。ホンダは中国で２６年までにＥＶ１０車種を発売する計画だ。２４年には武漢市など２か所にＥＶ専用工場を建設する。日本では中国系のエンビジョンＡＥＳＣから買い入れる。同社が２４年に茨城県で稼働させる工場から調達するとみられる。,世界 最大 自動車 市場 中国 トップ シェア 中国 調達 ホンダ 中国 車種 発売 計画 武漢 専用 工場 建設 日本 中国 エン ビジョン 買い入れる 同社 茨城 稼働 工場 調達
Title: 日本勢、電池巻き返しへ…ホンダＥＶ計画　経済安保リスク懸念,日本 電池 巻き返し ホンダ 計画 経済 安保 リスク 懸念
ホンダの電気自動車（ＥＶ）の電池調達戦略はＥＶ開発のスピードを重視し、日米中の主要３市場で中国や韓国の大手電池メーカーに頼る形となった。現在主流のリチウムイオン電池で後れをとった日本勢は、次世代電池の開発で巻き返しを図る。,ホンダ 電気 自動車 電池 調達 戦略 開発 スピード 重視 主要 市場 中国 韓国 大手 電池 メーカー 頼る 現在 主流 リチウム イオン 電池 後れ とっ 日本 次世代 電池 開発 巻き返し 図る
　世界最大のＥＶ市場である中国では、地元企業が電池市場を制している。旺盛な需要を背景に、積極的に投資し、技術開発とコスト削減を進めてきた。２０２６年までにＥＶ１０車種を発売する計画のホンダは、電池を世界最大手の中国・ＣＡＴＬから調達する。,世界 最大 市場 中国 地元 企業 電池 市場 制し 旺盛 需要 背景 積極 投資 技術 開発 コスト 削減 進め 車種 発売 計画 ホンダ 電池 世界 最大手 中国 調達
　欧米では、自国市場で力をつけた中国メーカーに加え、欧米の自動車大手と積極的な提携戦略を進める韓国勢も存在感を示している。,欧米 自国 市場 つけ 中国 メーカー 加え 欧米 自動車 大手 積極 提携 戦略 進める 韓国 存在 示し
　これに対し、ＥＶの普及が進んでいない日本では、電池産業が思い切った投資に二の足を踏んできた。電池メーカーは海外進出にも出遅れ、世界シェア（占有率）を落とした。,普及 進ん 日本 電池 産業 思い切っ 投資 二の足 踏ん 電池 メーカー 海外 進出 出遅れ 世界 シェア 占有 落とし
