车辆名称,品牌,价格,上牌时间,上市时间,表显里程,厂商,生产方式,厂商指导价(万元),能源形式,变速箱,车身形式,整车质保,电动机总功率(kW),过户次数
大众 ID.4 CROZZ 2021款 长续航PRO两驱版,一汽,15.O3万,2021年,2021.01,2.69万公里,一汽-大众,合资,23.99,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,1次
奔腾B30EV 2019款 EV400,一汽,5.58万,2021年,2019.09,2.12万公里,一汽奔腾,国产,18.98,纯电动,,4门5座三厢车,,90,1次
大众 ID.4 CROZZ 2021款 长续航PRO两驱版,一汽,14.O3万,2021年,2021.01,2.96万公里,一汽-大众,合资,23.99,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
大众 ID.4 CROZZ 2021款 长续航PRO两驱版,一汽,14.53万,2021年,2021.01,2.55万公里,一汽-大众,合资,23.99,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,1次
奥迪Q2L e-tron 2022款 Q2L e-tron 纯电智享型,一汽,12.98万,2022年,2021.12,1.39万公里,一汽奥迪,合资,24.38,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,100,1次
大众 高尔夫 2019款 280TSI DSG舒适型 国V,一汽,9.16万,2019年,2018.11,7.88万公里,一汽-大众,合资,15.32,汽油,7挡双离合,5门5座两厢车,三年或10万公里,110,0次
大众 ID.4 CROZZ 2021款 长续航PRO两驱版,一汽,14.48万,2021年,2021.01,3.99万公里,一汽-大众,合资,23.99,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
大众 ID.6 CROZZ 2022款 长续航PRO版,一汽,19.88万,2023年,2022.04,6OO公里,一汽-大众,合资,29.39,纯电动,电动车单速变速箱,5门7座SUV,,150,1次
大众 ID.6 CROZZ 2022款 长续航PRO版,一汽,18.43万,2022年,2022.04,1.35万公里,一汽-大众,合资,29.39,纯电动,电动车单速变速箱,5门7座SUV,,150,0次
大众 ID.4 CROZZ 2022款 长续航Lite PRO版,一汽,15.23万,2022年,2022.04,2.O9万公里,一汽-大众,合资,25.54,纯电动,电动车单速变速箱,5门5座SUV,,150,0次
大众 ID.4 CROZZ 2021款 曜夜首发两驱版,一汽,13.98万,2021年,2021.01,3.95万公里,一汽-大众,合资,24.2888,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,1次
丰田 普拉多 2016款 3.5L 自动TX-L NAVI,一汽,34.8O万,2016年,2015.09,8.64万公里,一汽丰田,合资,55.13,汽油,6挡手自一体,5门7座SUV,三年或10万公里,206,0次
大众 ID.4 CROZZ 2021款 长续航Lite PRO两驱版,一汽,13.96万,2021年,2022.01,3.51万公里,一汽-大众,合资,23.74,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
奥迪Q5 2016款 40 TFSI 技术型,一汽,1O.9O万,2015年,2015.1,18.9万公里,一汽奥迪,合资,42.76,汽油,8挡手自一体,5门5座SUV,三年或10万公里,165,2次
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智酷型,一汽,1O.9O万,2021年,2019.11,2.82万公里,一汽奥迪,合资,22.68,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,100,3次
一汽丰田bZ4X 2022款 四驱高性能PRO版,一汽,15.43万,2022年,2022.1,1.13万公里,一汽丰田,合资,26.88,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,160,1次
大众 速腾 2020款 280TSI DSG舒适型 国VI,一汽,9.58万,2020年,2019.12,7.55万公里,一汽-大众,合资,16.19,汽油,7挡干式双离合,4门5座三厢车,三年或10万公里,110,1次
丰田 奕泽E进擎 2020款 E·智尊版,一汽,8.98万,2020年,2020.05,4.66万公里,一汽丰田,合资,25.38,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,1次
大众 ID.6 CROZZ 2021款 长续航PRO版,一汽,17.O3万,2021年,2021.07,2.11万公里,一汽-大众,合资,27.98,纯电动,电动车单速变速箱,5门7座SUV,三年或10万公里,150,0次
大众 ID.4 CROZZ 2021款 长续航Lite PRO两驱版,一汽,15.43万,2022年,2022.01,2.O5万公里,一汽-大众,合资,23.74,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
红旗E-HS9 2021款 510km 旗畅版 六座,一汽,26.28万,2021年,2020.12,6.95万公里,一汽红旗,国产,63.98,纯电动,电动车单速变速箱,5门6座SUV,四年或10万公里,405,0次
大众 ID.4 CROZZ 2022款 长续航Lite PRO版,一汽,15.78万,2023年,2022.04,O.49万公里,一汽-大众,合资,25.54,纯电动,电动车单速变速箱,5门5座SUV,,150,0次
大众 ID.4 CROZZ 2021款 长续航Lite PRO两驱版,一汽,14.15万,2021年,2022.01,2.6万公里,一汽-大众,合资,23.74,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
大众 高尔夫·纯电 2020款 驰,一汽,7.68万,2020年,2019.1,4.49万公里,一汽-大众,合资,14.77,纯电动,,5门5座两厢车,四年或12万公里,100,1次
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智享型,一汽,1O.13万,2021年,2019.11,3.76万公里,一汽奥迪,合资,23.73,纯电动,,5门5座SUV,三年或10万公里,100,0次
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智享型,一汽,9.9O万,2020年,2019.11,3.75万公里,一汽奥迪,合资,23.73,纯电动,,5门5座SUV,三年或10万公里,100,1次
大众 ID.4 CROZZ 2021款 长续航Lite PRO两驱版,一汽,14.25万,2021年,2022.01,1.84万公里,一汽-大众,合资,23.74,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
奥迪A6L 2021款 40 TFSI 豪华致雅型,一汽,3O.74万,2021年,2020.09,O.95万公里,一汽奥迪,合资,41.98,汽油,7挡湿式双离合,4门5座三厢车,三年或10万公里,140,1次
大众 高尔夫 2014款 1.4TSI 自动豪华型,一汽,5.85万,2014年,2013.12,9.82万公里,一汽-大众,合资,16.59,汽油,7挡干式双离合,5门5座两厢车,三年或10万公里,96,0次
大众 ID.4 CROZZ 2021款 长续航Lite PRO两驱版,一汽,14.1O万,2021年,2022.01,3.73万公里,一汽-大众,合资,23.74,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
奥迪Q2L e-tron 2022款 Q2L e-tron 纯电智享型,一汽,13.O3万,2022年,2021.12,2.39万公里,一汽奥迪,合资,24.38,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,100,0次
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智享型,一汽,11.93万,2020年,2019.11,3.75万公里,一汽奥迪,合资,23.73,纯电动,,5门5座SUV,三年或10万公里,100,1次
奔腾NAT 2022款 舒享出行 出租版,一汽,8.73万,2022年,2022.03,2.35万公里,一汽奔腾,国产,14.98,纯电动,电动车单速变速箱,5门5座MPV,,100,1次
大众 T-ROC探歌 2018款 280TSI DSG两驱豪华型 国V,一汽,9.63万,2019年,2018.07,3.49万公里,一汽-大众,合资,18.58,汽油,7挡双离合,5门5座SUV,三年或10万公里,110,1次
大众 高尔夫·纯电 2020款 驰,一汽,7.88万,2021年,2019.1,1.92万公里,一汽-大众,合资,14.77,纯电动,,5门5座两厢车,四年或12万公里,100,2次
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智享型,一汽,1O.13万,2021年,2019.11,7.32万公里,一汽奥迪,合资,23.73,纯电动,,5门5座SUV,三年或10万公里,100,0次
奥迪Q4 e-tron 2023款 40 e-tron 创境曜夜版,一汽,21.O3万,2023年,2023.03,O.33万公里,一汽奥迪,进口,31.37,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
大众 ID.6 CROZZ 2021款 长续航PRO版,一汽,17.98万,2022年,2021.07,1.9万公里,一汽-大众,合资,27.98,纯电动,电动车单速变速箱,5门7座SUV,三年或10万公里,150,0次
大众 探岳GTE插电混动 2023款 280TSI 豪华Plus进阶版,一汽,16.98万,2023年,2022.08,O.51万公里,一汽-大众,合资,24.29,插电式混合动力,6挡湿式双离合,5门5座SUV,三年或10万公里,110,0次
大众 高尔夫 2016款 230TSI 自动舒适型,一汽,6.66万,2016年,2015.1,9.55万公里,一汽-大众,合资,15.49,汽油,7挡双离合,5门5座两厢车,三年或10万公里,96,1次
大众 ID.4 CROZZ 2021款 长续航Lite PRO两驱版,一汽,13.28万,2021年,2022.01,5.67万公里,一汽-大众,合资,23.74,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,1次
一汽丰田bZ4X 2022款 两驱精英JOY版,一汽,12.93万,2022年,2022.1,4.77万公里,一汽丰田,合资,19.98,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
大众 ID.4 CROZZ 2021款 长续航PRO两驱版,一汽,13.9O万,2021年,2021.01,3.11万公里,一汽-大众,合资,23.99,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
大众 ID.6 CROZZ 2022款 长续航Lite PRO版,一汽,19.11万,2023年,2022.06,O.53万公里,一汽-大众,合资,28.89,纯电动,电动车单速变速箱,5门7座SUV,,150,0次
大众 ID.6 CROZZ 2022款 长续航PRO版,一汽,19.9O万,2023年,2022.04,O.14万公里,一汽-大众,合资,29.39,纯电动,电动车单速变速箱,5门7座SUV,,150,1次
一汽丰田bZ4X 2022款 四驱高性能PRO版,一汽,14.84万,2022年,2022.1,1.91万公里,一汽丰田,合资,26.88,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,160,0次
红旗E-HS9 2021款 510km 旗畅版 六座,一汽,31.5O万,2022年,2020.12,O.61万公里,一汽红旗,国产,63.98,纯电动,电动车单速变速箱,5门6座SUV,四年或10万公里,405,0次
大众 ID.6 CROZZ 2021款 长续航PRO版,一汽,16.95万,2022年,2021.07,1.11万公里,一汽-大众,合资,27.98,纯电动,电动车单速变速箱,5门7座SUV,三年或10万公里,150,0次
大众 ID.4 CROZZ 2021款 长续航PRO两驱版,一汽,12.78万,2021年,2021.01,4.1万公里,一汽-大众,合资,23.99,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
大众 ID.6 CROZZ 2021款 改款 长续航PRO版,一汽,16.43万,2021年,2022.01,3.43万公里,一汽-大众,合资,27.98,纯电动,电动车单速变速箱,5门7座SUV,三年或10万公里,150,0次
红旗H7 2021款 2.0T 旗舰版,一汽,1O.98万,2021年,2021.03,3.98万公里,一汽红旗,国产,28.88,汽油,6挡手自一体,4门5座三厢车,四年或10万公里,150,0次
丰田 奕泽E进擎 2020款 E·智行版,一汽,8.73万,2021年,2020.05,5.57万公里,一汽丰田,合资,22.58,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智享型,一汽,12.O3万,2020年,2019.11,5.99万公里,一汽奥迪,合资,23.73,纯电动,,5门5座SUV,三年或10万公里,100,0次
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智酷型,一汽,9.95万,2021年,2019.11,5.29万公里,一汽奥迪,合资,22.68,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,100,1次
大众 ID.4 CROZZ 2021款 长续航Lite PRO两驱版,一汽,15.OO万,2022年,2022.01,3.4万公里,一汽-大众,合资,23.74,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
大众 ID.6 CROZZ 2022款 长续航PRO版,一汽,17.25万,2022年,2022.04,4.O2万公里,一汽-大众,合资,29.39,纯电动,电动车单速变速箱,5门7座SUV,,150,0次
奥迪A4L 2016款 35 TFSI 典藏版 自动标准型,一汽,11.39万,2016年,2015.12,6.83万公里,一汽奥迪,合资,31.28,汽油,CVT无级变速(模拟8挡),4门5座三厢车,三年或10万公里,132,0次
红旗E-QM5 2022款 431km 充电乐享版,一汽,1O.O8万,2022年,2022.03,O.44万公里,一汽红旗,国产,16.58,纯电动,电动车单速变速箱,4门5座三厢车,四年或10万公里,140,0次
红旗E-HS9 2021款 460km 旗享版 六座,一汽,29.7O万,2023年,2020.12,1.74万公里,一汽红旗,国产,53.98,纯电动,电动车单速变速箱,5门6座SUV,四年或10万公里,320,1次
大众 迈腾 2020款 330TSI DSG 豪华型,一汽,16.95万,2021年,2019.12,4.5万公里,一汽-大众,合资,23.39,汽油,7挡双离合,4门5座三厢车,三年或10万公里,137,0次
红旗E-HS9 2021款 510km 旗畅版 六座,一汽,28.OO万,2021年,2020.12,3.36万公里,一汽红旗,国产,63.98,纯电动,电动车单速变速箱,5门6座SUV,四年或10万公里,405,3次
大众 揽境 2022款 380TSI 四驱旗舰胜境版 6座,一汽,26.35万,2022年,2022.08,3.47万公里,一汽-大众,国产,35.99,汽油,7挡湿式双离合,5门6座SUV,三年或10万公里,162,1次
大众 ID.6 CROZZ 2021款 改款 长续航PRO版,一汽,16.93万,2022年,2022.01,3.17万公里,一汽-大众,合资,27.98,纯电动,电动车单速变速箱,5门7座SUV,三年或10万公里,150,1次
红旗E-QM5 2023款 改款 基础出行版,一汽,1O.9O万,2023年,2023.05,1OO公里,一汽红旗,国产,23.98,纯电动,电动车单速变速箱,4门5座三厢车,三年或10万公里,100,0次
大众 ID.4 CROZZ 2022款 长续航Lite PRO版,一汽,16.78万,2023年,2022.04,4OO公里,一汽-大众,合资,25.54,纯电动,电动车单速变速箱,5门5座SUV,,150,1次
丰田 奕泽E进擎 2020款 E·智行版,一汽,9.24万,2022年,2020.05,3.17万公里,一汽丰田,合资,22.58,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,2次
大众 ID.4 CROZZ 2022款 纯享限量版,一汽,13.25万,2022年,2022.05,1.74万公里,一汽-大众,合资,19.39,纯电动,电动车单速变速箱,5门5座SUV,,125,0次
一汽丰田bZ4X 2022款 两驱长续航JOY版,一汽,14.4O万,2023年,2022.1,1.44万公里,一汽丰田,合资,22.98,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,1次
红旗E-HS9 2021款 460km 旗享版 六座,一汽,25.4O万,2021年,2020.12,4.71万公里,一汽红旗,国产,53.98,纯电动,电动车单速变速箱,5门6座SUV,四年或10万公里,320,1次
奥迪Q3 2019款 35 TFSI 进取动感型,一汽,16.1O万,2019年,2019.04,2.67万公里,一汽奥迪,合资,27.18,汽油,7挡双离合,5门5座SUV,三年或10万公里,110,1次
丰田 RAV4荣放 2021款 改款 双擎 2.5L E-CVT四驱精英PLUS版,一汽,18.58万,2022年,2021.11,1.4万公里,一汽丰田,合资,24.38,油电混合,E-CVT无级变速,5门5座SUV,三年或10万公里,131,1次
大众 高尔夫 2016款 230TSI 自动豪华型,一汽,7.25万,2016年,2015.1,8.64万公里,一汽-大众,合资,16.59,汽油,7挡双离合,5门5座两厢车,三年或10万公里,96,2次
大众 迈腾 2019款 330TSI DSG 豪华型 国V,一汽,14.OO万,2019年,2018.1,8.19万公里,一汽-大众,合资,22.91,汽油,7挡双离合,4门5座三厢车,三年或10万公里,137,0次
大众 速腾 2021款 280TSI DSG舒适智联版,一汽,1O.35万,2021年,2020.11,4.86万公里,一汽-大众,合资,16.29,汽油,7挡干式双离合,4门5座三厢车,三年或10万公里,110,1次
大众 高尔夫·纯电 2020款 驰,一汽,7.4O万,2021年,2019.1,3.98万公里,一汽-大众,合资,14.77,纯电动,,5门5座两厢车,四年或12万公里,100,1次
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智享型,一汽,1O.22万,2021年,2019.11,4.71万公里,一汽奥迪,合资,23.73,纯电动,,5门5座SUV,三年或10万公里,100,3次
丰田 奕泽E进擎 2020款 E·智行版,一汽,9.74万,2022年,2020.05,2.18万公里,一汽丰田,合资,22.58,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,2次
大众 ID.6 CROZZ 2021款 首发版,一汽,16.O3万,2021年,2021.07,3.74万公里,一汽-大众,合资,27.88,纯电动,电动车单速变速箱,5门7座SUV,三年或10万公里,150,1次
红旗E-HS9 2021款 510km 旗畅版 六座,一汽,28.66万,2021年,2020.12,4.52万公里,一汽红旗,国产,63.98,纯电动,电动车单速变速箱,5门6座SUV,四年或10万公里,405,0次
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智享型,一汽,1O.25万,2020年,2019.11,4.O6万公里,一汽奥迪,合资,23.73,纯电动,,5门5座SUV,三年或10万公里,100,2次
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智享型,一汽,1O.27万,2020年,2019.11,4.31万公里,一汽奥迪,合资,23.73,纯电动,,5门5座SUV,三年或10万公里,100,2次
大众 高尔夫·纯电 2020款 驰,一汽,7.38万,2020年,2019.1,4.78万公里,一汽-大众,合资,14.77,纯电动,,5门5座两厢车,四年或12万公里,100,0次
奥迪Q4 e-tron 2023款 40 e-tron 创行版,一汽,19.77万,2023年,2023.03,O.9万公里,一汽奥迪,合资,28.99,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
大众 ID.6 CROZZ 2022款 长续航PRO版,一汽,19.O2万,2022年,2022.04,1.4万公里,一汽-大众,合资,29.39,纯电动,电动车单速变速箱,5门7座SUV,,150,0次
丰田 RAV4荣放 2013款 2.0L CVT四驱新锐版,一汽,7.15万,2014年,2013.08,7.62万公里,一汽丰田,合资,22.98,汽油,CVT无级变速,5门5座SUV,三年或10万公里,108,2次
丰田 普拉多 2015款 2.7L 自动标准版,一汽,24.88万,2015年,2015.03,15.99万公里,一汽丰田,合资,38.98,汽油,4挡自动,5门5座SUV,三年或10万公里,117,0次
大众 ID.4 CROZZ 2021款 长续航PRO两驱版,一汽,14.16万,2021年,2021.01,3.1万公里,一汽-大众,合资,23.99,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
红旗E-HS9 2021款 460km 旗享版 六座,一汽,32.99万,2023年,2020.12,1.58万公里,一汽红旗,国产,53.98,纯电动,电动车单速变速箱,5门6座SUV,四年或10万公里,320,1次
大众 ID.4 CROZZ 2021款 长续航Lite PRO两驱版,一汽,14.68万,2022年,2022.01,2.93万公里,一汽-大众,合资,23.74,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
海马7X 2020款 1.6TGDI 自动旗舰型,一汽,9.28万,2021年,2020.08,O.59万公里,一汽海马,国产,14.98,汽油,6挡手自一体,5门7座MPV,五年或10万公里,143,1次
红旗E-QM5 2022款 431km 充电乐享版,一汽,1O.57万,2022年,2022.03,1.O3万公里,一汽红旗,国产,16.58,纯电动,电动车单速变速箱,4门5座三厢车,四年或10万公里,140,0次
大众 揽境 2022款 380TSI 四驱旗舰胜境版 7座,一汽,27.99万,2022年,2022.08,1.36万公里,一汽-大众,国产,36.79,汽油,7挡湿式双离合,5门7座SUV,三年或10万公里,162,0次
大众 ID.4 CROZZ 2022款 纯享限量版,一汽,13.45万,2023年,2022.05,O.82万公里,一汽-大众,合资,19.39,纯电动,电动车单速变速箱,5门5座SUV,,125,0次
大众 ID.4 CROZZ 2022款 长续航Lite PRO版,一汽,15.2O万,2022年,2022.04,1.55万公里,一汽-大众,合资,25.54,纯电动,电动车单速变速箱,5门5座SUV,,150,2次
大众 迈腾 2019款 330TSI DSG 领先型 国V,一汽,14.98万,2019年,2018.1,7.24万公里,一汽-大众,合资,21.51,汽油,7挡双离合,4门5座三厢车,三年或10万公里,137,1次
大众 ID.4 CROZZ 2021款 长续航PRO两驱版,一汽,13.98万,2021年,2021.01,2.46万公里,一汽-大众,合资,23.99,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,1次
奥迪Q5 2016款 40 TFSI 技术型,一汽,14.88万,2016年,2015.1,12.1万公里,一汽奥迪,合资,42.76,汽油,8挡手自一体,5门5座SUV,三年或10万公里,165,3次
大众 ID.6 CROZZ 2021款 长续航PURE+版,一汽,16.38万,2022年,2021.07,3.2万公里,一汽-大众,合资,26.68,纯电动,电动车单速变速箱,5门7座SUV,三年或10万公里,150,1次
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智享型,一汽,9.88万,2020年,2019.11,4.46万公里,一汽奥迪,合资,23.73,纯电动,,5门5座SUV,三年或10万公里,100,1次
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智享型,一汽,9.45万,2021年,2019.11,2.65万公里,一汽奥迪,合资,23.73,纯电动,,5门5座SUV,三年或10万公里,100,2次
大众 高尔夫·嘉旅 2018款 1.6L 自动舒适型,一汽,6.93万,2018年,2018.03,1O.59万公里,一汽-大众,合资,14.39,汽油,6挡手自一体,5门5座两厢车,三年或10万公里,81,0次
大众 ID.6 CROZZ 2021款 长续航PURE+版,一汽,16.83万,2021年,2021.07,3.O6万公里,一汽-大众,合资,26.68,纯电动,电动车单速变速箱,5门7座SUV,三年或10万公里,150,1次
大众 ID.6 CROZZ 2021款 长续航PRO版,一汽,16.53万,2021年,2021.07,4.2万公里,一汽-大众,合资,27.98,纯电动,电动车单速变速箱,5门7座SUV,三年或10万公里,150,1次
大众 ID.4 CROZZ 2022款 长续航Lite PRO版,一汽,14.O5万,2022年,2022.04,5.23万公里,一汽-大众,合资,25.54,纯电动,电动车单速变速箱,5门5座SUV,,150,2次
