评论,fenci,情感分类,主题概率,主题类型
我得意的笑，我得意的笑，居然是完美屏，我受不了，呵呵，太好了，人品就是好！,得意 得意 完美 受不了 太好了 人品,pos,"[(0, 0.010218348), (1, 0.010218343), (2, 0.010218316), (3, 0.010218311), (4, 0.010218351), (5, 0.010218331), (6, 0.8671615), (7, 0.010218317), (8, 0.010218348), (9, 0.010218328), (10, 0.010218363), (11, 0.010218322), (12, 0.01021841), (13, 0.0102183735)]",6
东西不错，不过有人不太喜欢镜面的，我个人比较喜欢，总之还算满意。,东西 不错 有人 喜欢 镜面 喜欢 满意,pos,"[(1, 0.88389426)]",1
1 有品牌优势，做工细致,品牌优势 做工 细致,pos,"[(0, 0.17497931), (1, 0.017871719), (2, 0.017871713), (3, 0.017871723), (4, 0.017871844), (5, 0.017871717), (6, 0.017871736), (7, 0.017871717), (8, 0.61055976), (9, 0.017871715), (10, 0.017871723), (11, 0.017871872), (12, 0.017871732), (13, 0.017871717)]",8
外观看上去还不错，不过有人不太喜欢镜面的，我个人比较喜欢，总之还算满意。,外观 不错 有人 喜欢 镜面 喜欢 满意,pos,"[(1, 0.88389426)]",1
性能均衡，集显效果还不错，散热也还行。,性能 均衡 集显 效果 不错 散热 还行,pos,"[(1, 0.8838982)]",1
屏就是爽，基本硬件配置都很均衡，镜面考漆不错，小黑，我喜欢。,硬件 配置 均衡 镜面 考漆 不错 小黑 喜欢,pos,"[(1, 0.20087148), (2, 0.703849)]",2
1 钢琴漆，很滑很亮。,钢琴漆 很滑 很亮,pos,"[(0, 0.01787233), (1, 0.017872365), (2, 0.017872402), (3, 0.01787233), (4, 0.017872343), (5, 0.01787233), (6, 0.017872447), (7, 0.01787233), (8, 0.01787233), (9, 0.01787233), (10, 0.01787234), (11, 0.7676595), (12, 0.01787233), (13, 0.017872337)]",11
机器性能不错。性价比比较高。还送1内存， 这样就成了2内存了。跑也行，不过占用系统资源比较打，只是做的比较炫而已，建议安装 或者  7 版。,机器 性能 不错 性价比 内存 内存 占用 系统资源 建议 安装,pos,"[(4, 0.7272958), (10, 0.19472268)]",4
"散热是很不错,键盘也挺舒服,小软件也多,有些还不错用~ 屏幕没问题,其实只是背光吧~ 呵呵~",散热 不错 键盘 挺舒服 软件 不错 屏幕 背光,pos,"[(4, 0.89676046)]",4
机器的做工还是很不错的，没看出和公司的60有什么区别，当然用料上还是不一样的，毕竟价格不同,机器 做工 不错 公司 区别 用料 价格,pos,"[(4, 0.8838394)]",4
的品质还是非常不错的，屏幕是完美屏，自带的系统感觉还行吧，把送的内存加上以后跑起来也可以。机子散热不错。送的包包也还可以。鼠标缺失是原厂的，就是太小了点。机子是钢琴烤漆的，容易留下指纹，但无伤大雅，漂亮嘛！,品质 不错 屏幕 完美 自带 系统 感觉 还行 内存 机子 散热 不错 包包 鼠标 缺失 原厂 太小 机子 钢琴 烤漆 留下 指纹 无伤大雅 漂亮,pos,"[(1, 0.14474836), (4, 0.8209361)]",4
散热好..样子帅..性能也不错.造型有商务风格。小红点不错 一直用它呵呵.还有原装鼠手感很好..,散热 样子 性能 不错 造型 商务 风格 小红点 不错 原装 手感,pos,"[(4, 0.92257714)]",4
我相信的产品，性能不错，屏幕不错，比原来公司的 610要轻，所以有人说400比较重我就不觉得了，办公与普通娱乐够用了。,产品 性能 不错 屏幕 不错 公司 有人 办公 娱乐 够用,pos,"[(3, 0.9155717)]",3
一拿到?器，就查看，??是正品也?有人??手?．接下?看到下面有括痕．其它也?有??什?，打??器，?事??一下，配置?描述一?，最?心的是屏了．????次，?次真好是完美屏，?是最高?的一?了．,拿到 查看 正品 有人 接下 有括 配置 描述 真好 完美,pos,"[(9, 0.9155034)]",9
机器声音很小，屏幕也很亮，自己加了一条2 667的内存没想到也能组成双通道～散热还不错。,机器 声音 很小 屏幕 很亮 一条 内存 没想到 双通道 散热 不错,pos,"[(4, 0.9225699)]",4
东西非常好，物流也很快，昨天下单今天就收到了,东西 物流 很快 昨天 下单 收到,pos,"[(0, 0.010207354), (1, 0.010207355), (2, 0.010207367), (3, 0.010207397), (4, 0.010207602), (5, 0.010207339), (6, 0.010207449), (7, 0.010207361), (8, 0.010207362), (9, 0.86730385), (10, 0.01020742), (11, 0.010207431), (12, 0.0102073895), (13, 0.010207361)]",9
发货速度快，价格实惠，京东物流速度很快，好评！,发货 速度 价格 实惠 京东 物流 速度 很快 好评,pos,"[(9, 0.7796053), (12, 0.13467853)]",9
新书一本，印刷清晰，内容也不错。,新书 一本 印刷 清晰 内容 不错,pos,"[(0, 0.010204528), (1, 0.010204502), (2, 0.010204549), (3, 0.010204569), (4, 0.5746537), (5, 0.010204524), (6, 0.010204574), (7, 0.010204497), (8, 0.010204564), (9, 0.010204517), (10, 0.01020451), (11, 0.010204494), (12, 0.302892), (13, 0.010204516)]",4
下单后很快就能收到。,下单 很快 收到,pos,"[(0, 0.017857533), (1, 0.01785755), (2, 0.017857613), (3, 0.01785757), (4, 0.017857565), (5, 0.017857524), (6, 0.017857565), (7, 0.017857524), (8, 0.017857555), (9, 0.7678517), (10, 0.017857539), (11, 0.017857553), (12, 0.017857648), (13, 0.01785755)]",9
内容写的非常不错。很有用。,内容 不错 有用,pos,"[(0, 0.017857313), (1, 0.017857317), (2, 0.017857298), (3, 0.017857421), (4, 0.0178575), (5, 0.7678545), (6, 0.017857408), (7, 0.017857295), (8, 0.017857302), (9, 0.0178573), (10, 0.017857332), (11, 0.017857285), (12, 0.017857395), (13, 0.01785737)]",5
书收到了，这本书非常超值，孩子非常爱看。印刷清晰，内容写得不错，下次有需要再来买,收到 本书 超值 孩子 爱看 印刷 清晰 内容 不错 下次 再来,pos,"[(1, 0.39023224), (6, 0.2825559), (12, 0.26170063)]",1
这本书非常合适初学者,本书 合适 初学者,pos,"[(0, 0.017857466), (1, 0.017857438), (2, 0.01785744), (3, 0.7678535), (4, 0.017857429), (5, 0.017857421), (6, 0.017857423), (7, 0.017857403), (8, 0.017857421), (9, 0.017857412), (10, 0.017857408), (11, 0.01785741), (12, 0.01785741), (13, 0.017857403)]",3
京东自营值得信赖，送货快，一直都很喜欢！,京东 自营 值得 信赖 送货 喜欢,pos,"[(0, 0.23029877), (1, 0.01020438), (2, 0.010204336), (3, 0.0102043245), (4, 0.64724916), (5, 0.010204329), (6, 0.010204328), (7, 0.010204322), (8, 0.010204326), (9, 0.010204342), (10, 0.010204339), (11, 0.010204338), (12, 0.010204354), (13, 0.0102043785)]",4
不错，书挺厚的，打折买划算,不错 挺厚 打折 划算,pos,"[(0, 0.014296105), (1, 0.6243785), (2, 0.014296093), (3, 0.0142961275), (4, 0.014296216), (5, 0.014296127), (6, 0.014296164), (7, 0.014296167), (8, 0.014296097), (9, 0.20406793), (10, 0.014296083), (11, 0.014296089), (12, 0.014296117), (13, 0.014296205)]",1
用的很棒，慢慢学习，这本书非常适合刚入门的新手学习啊，里面还有好多练习的代码，很适合上手，为了准备毕业，也买了好多的书，准备了好多好多的书，从入手，开始好好学习编程语言，希望可以借助京东的购书活动，多买些好书，抓紧时间看，抓紧时间练习，加油😊,很棒 慢慢 学习 本书 非常适合 入门 新手 学习 好多 代码 适合 毕业 好多 好多好多 入手 好好学习 编程语言 希望 借助 京东 购书 活动 好书 抓紧时间 抓紧时间 加油,pos,"[(5, 0.07895078), (6, 0.055130277), (9, 0.7887194), (13, 0.050732903)]",9
这本书写的不错，系列讲的也很好，非常赞。,这本 书写 不错 系列,pos,"[(0, 0.23561032), (1, 0.014287685), (2, 0.0142877), (3, 0.01428769), (4, 0.3696553), (5, 0.014287685), (6, 0.014287707), (7, 0.014287772), (8, 0.23756976), (9, 0.014287667), (10, 0.014287663), (11, 0.014287661), (12, 0.01428768), (13, 0.01428774)]",4
东西收到，很满意！书的质量很好，要是早点买到可以早学习，真的是超级好的卖家，解答疑问不厌其烦，细致认真，关键是东西好，而且货物发得超快，包装仔细，值得信赖！,东西 收到 满意 质量 早点 学习 真的 超级 卖家 解答 疑问 不厌其烦 细致 关键 东西 货物 发得 超快 包装 仔细 值得 信赖,pos,"[(0, 0.17917821), (10, 0.78353184)]",10
昨天下单，今天就到了，京东的速度杠杠滴！😁趁着活动，一次买了十几本，接下来有的学了&;&;😆收到马上全拆了，纸质很好，内容还没开始看，等看了再来追评，对这次购物整体感觉满意。,昨天 下单 京东 速度 杠杠 活动 十几本 收到 纸质 内容 再来 追评 购物 整体 感觉 满意,pos,"[(3, 0.9453438)]",3
挺不错的，感觉越用越方便，很实用，是正品。做工感觉也比较扎实，手感不错啊，而且容易携带，小巧灵活啊。物超所值，做活动买完全划算啊。快递也非常给力，上午买下午到，喜欢京东这点。以后还会接着购买，给力啊。,挺不错 感觉 越用 实用 正品 做工 感觉 扎实 手感 不错 携带 小巧 灵活 物超所值 活动 划算 快递 上午 下午 喜欢 京东 购买,pos,"[(4, 0.8146146), (10, 0.14809413)]",4
这本书写的很不错，帮了我的大忙，非常适合网络工程师。,这本 书写 不错 大忙 非常适合 网络 工程师,pos,"[(0, 0.77374995), (8, 0.11906574)]",0
书本印刷精美，质量很好，值得信赖,书本 印刷 精美 质量 值得 信赖,pos,"[(0, 0.39055705), (1, 0.010204295), (2, 0.010204331), (3, 0.010204324), (4, 0.01020433), (5, 0.010204293), (6, 0.4869911), (7, 0.010204292), (8, 0.010204306), (9, 0.010204339), (10, 0.010204297), (11, 0.010204317), (12, 0.010204359), (13, 0.010204326)]",6
试学过几节基础课程，感觉很有意思，打算买本书来继续学习，挑这本书是因为它引入实用办公场景，对职场人士来说非常实用。书内页印刷清晰，很有质感，推荐！,试学 几节 基础 课程 感觉 有意思 打算 本书 学习 本书 是因为 引入 实用 办公 场景 职场 人士 实用 印刷 清晰 质感 推荐,pos,"[(3, 0.15756935), (8, 0.805135)]",8
厚厚的一本书，正版，纸质很好有质感。粗看了一下，内容清晰，通俗易懂，是一本比较实用的入门级数据分析和机器学习的书籍。据说有配套代码资源，还没有仔细看。等仔细看完了再来追评。,厚厚的 本书 正版 纸质 质感 内容 清晰 通俗易懂 一本 实用 入门级 数据分析 机器 学习 书籍 配套 代码 资源 仔细 仔细 看完 再来 追评,pos,"[(3, 0.1730476), (10, 0.7912184)]",10
老公要买几本书 瞅了下 居然正好有活动 赶紧买买买 哈哈哈哈 比其他网站合适 关键送货超快 书有塑封 很赞哦,老公 几本书 正好 活动 赶紧 买买 哈哈哈哈 网站 合适 关键 送货 超快 塑封,pos,"[(0, 0.7142522), (11, 0.14015469), (13, 0.0894089)]",0
包装严实，书的表面都有一层保护膜，撕掉就可以直接看了，安全，放心，字迹清晰，纸张厚度可以，是正版图书，总体质量很不错，个人感觉很满意，搞活动的时候买的，很便宜，一下买了好几本专业技能书记，可以好好提高一下自己的专业技能了。,包装 严实 表面 一层 保护膜 撕掉 放心 字迹 清晰 纸张 厚度 正版 图书 总体 质量 不错 个人感觉 满意 活动 便宜 好几本 专业技能 书记 好好 提高 专业技能,pos,"[(0, 0.77079004), (3, 0.1573999), (8, 0.04269105)]",0
很早就想入手方面的专业书了，这次终于如愿以偿，幸好京东上是有货的，赶紧买下，还赶上了优惠活动，太实惠了。1.书本质量是满意的，印刷也是挺好的，正版图书，并且价格实惠有折扣，物流速度极快，第二天就送来了，非常好，点赞！2.书的内容也很好，是一本很不错的参考教材和工具书，很全面。3.京东平台也是极好的，能买到你想要的书，此外尤其是配送服务，快准优，都很好，非常的不错。,早就 入手 专业书 终于 如愿以偿 幸好 京东 赶紧 买下 赶上 优惠活动 实惠 书本 质量 满意 印刷 正版 图书 价格 实惠 折扣 物流 速度 极快 第二天 送来 内容 一本 不错 参考 教材 工具书 京东 平台 极好 买到 想要 配送 服务 不错,pos,"[(3, 0.038874116), (4, 0.8287252), (9, 0.04873945), (13, 0.066222265)]",4
不错，发货很快，塑封，快递不用说了，贼快，给京东点赞。本人很懒，就不多说了嘻嘻,不错 发货 很快 塑封 快递 不用说 京东 嘻嘻,pos,"[(0, 0.17157494), (4, 0.73307866)]",4
这本书太受益了太好啦，终于买到了，内容都是干活，印刷质量好，发货速度快 包装很！！,本书 受益 终于 买到 内容 干活 印刷 质量 发货 速度 包装,pos,"[(0, 0.52999556), (3, 0.39854634)]",0
内容多为调库实例，面向对象初学者较为合适,内容 调库 实例 面向对象 初学者 合适,pos,"[(0, 0.010213846), (1, 0.010213828), (2, 0.010213836), (3, 0.73739463), (4, 0.010213835), (5, 0.010213836), (6, 0.010213836), (7, 0.14003935), (8, 0.010213827), (9, 0.010213828), (10, 0.010213835), (11, 0.010213827), (12, 0.010213841), (13, 0.010213836)]",3
这书非常不错，系统介绍了相关的知识。也非常深入。纸质也非常的好，字体清晰，也不会特别的贵，物流还是一如既往的好，非常好评，推荐购买，,这书 不错 系统 介绍 相关 知识 纸质 字体 清晰 特别 物流 一如既往 好评 推荐 购买,pos,"[(2, 0.09411298), (3, 0.14045171), (6, 0.7163146)]",6
比第一版厚很多。挺好看的。适合网工。,第一版 好看 适合 网工,pos,"[(0, 0.014286688), (1, 0.014286776), (2, 0.014286773), (3, 0.014286751), (4, 0.014286597), (5, 0.014286789), (6, 0.5207995), (7, 0.014286613), (8, 0.0142866075), (9, 0.014286605), (10, 0.014286699), (11, 0.30776036), (12, 0.014286594), (13, 0.014286684)]",6
物流速度快，包装完好，而且快递小哥送货上门，服务非常好。另外，书本的字迹印刷清晰，图片色彩鲜亮，质量也非常不错，都是正品保障,物流 速度 包装 完好 快递 小哥 送货上门 服务 书本 字迹 印刷 清晰 图片 色彩 鲜亮 质量 不错 正品 保障,pos,"[(9, 0.12063168), (12, 0.78491235), (13, 0.055158842)]",12
书是正版，字迹清晰，内容详细，很不错的一本提高自己的书，对有一定基础的人也有帮助的书，好好学习，天天向上，每天进步一点点。,正版 字迹 清晰 内容 详细 不错 一本 提高 基础 好好学习 天天向上 一点点,pos,"[(3, 0.64250827), (8, 0.081896976), (12, 0.21514754)]",3
✨已经多次购买了，家庭必备，购买价格实惠，送货速度很快，🎁包装也很精美这个颜色很喜欢，摸起来质感不错，百搭～包装也很大气，用来送人的话也是不错的选择东西已经收到！手感不错！用料扎实！质量很好！平常用基本没有问题！发货速度很快，东西包装的很好，价格优惠，我很满意👍，还会回购质量很好哦，发货也很快，一家非常喜欢的店铺，我要疯狂推荐给朋友们,购买 家庭 必备 购买 价格 实惠 送货 速度 很快 包装 精美 颜色 喜欢 质感 不错 包装 很大 不错 选择 东西 收到 手感 不错 用料 扎实 质量 平常 发货 速度 很快 东西 包装 很好 价格 优惠 满意 回购 质量 发货 很快 一家 喜欢 店铺 疯狂 推荐 朋友,pos,"[(4, 0.13288322), (6, 0.8488739)]",6
