评论,fenci,情感分类,主题概率,主题类型
赞，其实在知乎已看了,知乎,neg,"[(0, 0.08332524), (1, 0.08333497), (2, 0.08332525), (3, 0.08332522), (4, 0.08332523), (5, 0.0833253), (6, 0.08332885), (7, 0.0833392), (8, 0.0833252), (9, 0.08332525), (10, 0.083394974), (11, 0.08332534)]",10
物流较快。包装认真仔细。,物流 包装 认真仔细,neg,"[(0, 0.02113077), (1, 0.021130953), (2, 0.021130918), (3, 0.02113079), (4, 0.021130657), (5, 0.021130653), (6, 0.021130875), (7, 0.021130972), (8, 0.021130918), (9, 0.021130653), (10, 0.7675612), (11, 0.021130662)]",10
京东购买方便，还能送货到家,京东 购买 送货到,neg,"[(0, 0.768216), (1, 0.021070927), (2, 0.021072406), (3, 0.021071583), (4, 0.021071296), (5, 0.021070957), (6, 0.021071311), (7, 0.021071332), (8, 0.02107122), (9, 0.021070892), (10, 0.021070888), (11, 0.021071149)]",0
感觉还可以,感觉,neg,"[(0, 0.041667372), (1, 0.04166703), (2, 0.041667376), (3, 0.04166727), (4, 0.04166718), (5, 0.04166726), (6, 0.5416571), (7, 0.041667417), (8, 0.04166738), (9, 0.041668605), (10, 0.041669037), (11, 0.041666973)]",6
购物方便快捷，质量有保证,购物 方便快捷 质量 保证,neg,"[(0, 0.016666858), (1, 0.016666986), (2, 0.016667087), (3, 0.016666856), (4, 0.016666876), (5, 0.016666854), (6, 0.016666884), (7, 0.81666255), (8, 0.01666792), (9, 0.016667077), (10, 0.016667182), (11, 0.016666861)]",7
跟着敲代码就对了，挺实用的,跟着 代码 对了 实用,neg,"[(0, 0.016854921), (1, 0.81460065), (2, 0.0168547), (3, 0.016854404), (4, 0.016854407), (5, 0.016854404), (6, 0.016854519), (7, 0.016854405), (8, 0.016854404), (9, 0.016854404), (10, 0.016854407), (11, 0.016854404)]",1
京东购书方便，还有满减,京东 购书 满减,neg,"[(0, 0.022521695), (1, 0.0225216), (2, 0.75226164), (3, 0.022521805), (4, 0.02252172), (5, 0.022521589), (6, 0.022521721), (7, 0.02252173), (8, 0.022521695), (9, 0.022521598), (10, 0.022521598), (11, 0.022521665)]",2
挺好用的，内容也比较详细。。。。,挺好用 内容 详细,neg,"[(0, 0.02131765), (1, 0.76550597), (2, 0.021317571), (3, 0.021317577), (4, 0.021317597), (5, 0.021317584), (6, 0.021317653), (7, 0.02131762), (8, 0.021317896), (9, 0.021317596), (10, 0.021317571), (11, 0.021317696)]",1
好书，推荐收藏购买。,好书 推荐 收藏 购买,neg,"[(0, 0.54689294), (1, 0.017772315), (2, 0.017772123), (3, 0.017772125), (4, 0.017772125), (5, 0.017772324), (6, 0.01777248), (7, 0.017772194), (8, 0.27538466), (9, 0.017772121), (10, 0.017772157), (11, 0.01777242)]",0
机器学习经典入门书籍，导师推荐给我的，准备好好研读！,机器 学习 经典 入门 书籍 导师 推荐 好好 研读,neg,"[(6, 0.78274935), (10, 0.1251429)]",6
我觉得这本书的内容和布局比较适合新手，没什么废话。,本书 内容 布局 适合 新手 没什么 废话,neg,"[(0, 0.5402192), (1, 0.35325888), (2, 0.01065215), (3, 0.010652146), (4, 0.010652148), (5, 0.010652147), (6, 0.010652386), (7, 0.010652168), (8, 0.010652372), (9, 0.010652162), (10, 0.010652149), (11, 0.010652161)]",0
通俗易懂，可视优美，代码全解，多加练习，技能飞达！,通俗易懂 可视 优美 代码 全解 多加练习 技能,neg,"[(0, 0.01249483), (1, 0.550465), (2, 0.0124950735), (3, 0.16858965), (4, 0.012494831), (5, 0.012495422), (6, 0.012494831), (7, 0.01249483), (8, 0.168491), (9, 0.012494841), (10, 0.012494841), (11, 0.012494832)]",1
可以的，还没看呢，质量有,没看 质量,neg,"[(0, 0.027778292), (1, 0.027778516), (2, 0.027778894), (3, 0.027778044), (4, 0.027778061), (5, 0.027778039), (6, 0.027778132), (7, 0.027778847), (8, 0.027778855), (9, 0.6944367), (10, 0.027779566), (11, 0.02777805)]",9
挺详细，爱了,详细,neg,"[(0, 0.041667115), (1, 0.54165924), (2, 0.04166702), (3, 0.041667033), (4, 0.0416672), (5, 0.04166702), (6, 0.04166702), (7, 0.04166702), (8, 0.041669305), (9, 0.041667033), (10, 0.04166702), (11, 0.041667964)]",1
对于初学者来说挺好的一本书,初学者 本书,neg,"[(0, 0.02777873), (1, 0.027778244), (2, 0.027778164), (3, 0.027778147), (4, 0.027778145), (5, 0.02777814), (6, 0.027779838), (7, 0.02777813), (8, 0.69443804), (9, 0.02777814), (10, 0.027778164), (11, 0.027778141)]",8
专业,专业,neg,"[(0, 0.041667067), (1, 0.041667067), (2, 0.041667067), (3, 0.041669693), (4, 0.041667353), (5, 0.041667085), (6, 0.041667067), (7, 0.041667067), (8, 0.041667067), (9, 0.5416593), (10, 0.041667067), (11, 0.041667067)]",9
好评不断，好评不断，,好评 好评,neg,"[(0, 0.027777843), (1, 0.027777843), (2, 0.02777934), (3, 0.027777843), (4, 0.027777843), (5, 0.027777843), (6, 0.027777951), (7, 0.027777843), (8, 0.027777843), (9, 0.69444215), (10, 0.027777843), (11, 0.027777845)]",9
昨晚下单，今天上午就收到了。还是那么神速！,昨晚 下单 今天上午 收到 神速,neg,"[(0, 0.014348031), (1, 0.014348029), (2, 0.014348039), (3, 0.014348031), (4, 0.0143480245), (5, 0.014348031), (6, 0.014348024), (7, 0.014348068), (8, 0.8421716), (9, 0.014348037), (10, 0.0143480245), (11, 0.01434803)]",8
可惜不是全彩印刷，不过叙述构思还是可以的,可惜 全彩 印刷 叙述 构思,neg,"[(0, 0.84413344), (1, 0.014169919), (2, 0.014169673), (3, 0.014169663), (4, 0.014169668), (5, 0.014169667), (6, 0.014169665), (7, 0.014169672), (8, 0.014169663), (9, 0.014169663), (10, 0.014169664), (11, 0.014169671)]",0
一直信赖京东自营，希望越来越好,信赖 京东 自营 希望 越来越,neg,"[(0, 0.013889797), (1, 0.19320783), (2, 0.013890182), (3, 0.013890473), (4, 0.24546665), (5, 0.01388956), (6, 0.013889918), (7, 0.43631652), (8, 0.013889716), (9, 0.013889732), (10, 0.013889745), (11, 0.013889847)]",7
暂时看了一下，感激还行,暂时 感激,neg,"[(0, 0.030976817), (1, 0.6592549), (2, 0.030976808), (3, 0.030976877), (4, 0.030976815), (5, 0.03097682), (6, 0.030976849), (7, 0.030976843), (8, 0.030976808), (9, 0.030976817), (10, 0.030976808), (11, 0.030976873)]",1
物流一如既往的好，信任京东，好评。,物流 一如既往 信任 京东 好评,neg,"[(0, 0.013889416), (1, 0.01388926), (2, 0.67126083), (3, 0.013889405), (4, 0.18984483), (5, 0.013889255), (6, 0.013889498), (7, 0.013889315), (8, 0.013889296), (9, 0.013889485), (10, 0.013890066), (11, 0.013889291)]",2
适合零基础，感觉好玩，买过来学习一下。,适合 基础 感觉 好玩 学习,neg,"[(0, 0.015265565), (1, 0.01526659), (2, 0.015264266), (3, 0.015264228), (4, 0.015264221), (5, 0.0152642615), (6, 0.8320885), (7, 0.0152643), (8, 0.015265064), (9, 0.015264453), (10, 0.015264319), (11, 0.015264254)]",6
正在学，挺适合0基础的，建议跟我一样的0基础购买,适合 基础 建议 基础 购买,neg,"[(0, 0.8472199), (1, 0.01388935), (2, 0.013889009), (3, 0.013889027), (4, 0.013889026), (5, 0.013889115), (6, 0.01388931), (7, 0.013889009), (8, 0.013889117), (9, 0.013889098), (10, 0.013889022), (11, 0.013889023)]",0
疫情期间少出门，在家阅读。京东给力。,疫情 期间 出门 在家 阅读 京东,neg,"[(0, 0.01190576), (1, 0.1594751), (2, 0.011906203), (3, 0.011905898), (4, 0.011906279), (5, 0.011905622), (6, 0.40976104), (7, 0.011906218), (8, 0.011905764), (9, 0.15913562), (10, 0.011905635), (11, 0.17638081)]",6
喜欢老外写的书，学习机器学习,喜欢 老外 学习 机器 学习,neg,"[(0, 0.014810662), (1, 0.014810724), (2, 0.014810694), (3, 0.014810786), (4, 0.014810627), (5, 0.014810628), (6, 0.83708256), (7, 0.014810665), (8, 0.014810648), (9, 0.014810625), (10, 0.014810672), (11, 0.01481065)]",6
知识储备中，比较实用的书籍！,知识 储备 实用 书籍,neg,"[(0, 0.57775944), (1, 0.017428448), (2, 0.0174283), (3, 0.017428301), (4, 0.0174283), (5, 0.017428298), (6, 0.24795665), (7, 0.017428337), (8, 0.017429011), (9, 0.017428298), (10, 0.0174283), (11, 0.017428298)]",0
经常在京东买书又快又好,京东 又快又好,neg,"[(0, 0.029482575), (1, 0.029482378), (2, 0.67569214), (3, 0.029482804), (4, 0.029482625), (5, 0.029482352), (6, 0.029482633), (7, 0.02948265), (8, 0.029482577), (9, 0.029482374), (10, 0.029482372), (11, 0.029482512)]",2
赞赞,赞赞,neg,"[(0, 0.041667), (1, 0.041667), (2, 0.041667), (3, 0.041667), (4, 0.041667), (5, 0.041667), (6, 0.041667), (7, 0.041667), (8, 0.541663), (9, 0.041667), (10, 0.041667), (11, 0.041667)]",8
学习机器学习的入门书籍，再加上一些理论的书，妈妈再也不用担心我机器学习了,学习 机器 学习 入门 书籍 理论 妈妈 再也 不用 担心 机器 学习,neg,"[(6, 0.8454288), (9, 0.08868728)]",6
小码哥的书，那肯定要买呀，哈哈哈,码哥 肯定 哈哈哈,neg,"[(0, 0.02191443), (1, 0.02191443), (2, 0.02191443), (3, 0.021914432), (4, 0.021914432), (5, 0.75894123), (6, 0.02191447), (7, 0.021914432), (8, 0.02191443), (9, 0.02191443), (10, 0.02191445), (11, 0.021914436)]",5
可以作为入门时了解机器学&致体系方法的书籍，但如书名一样更适合作为处理各种问题的参考手册。提供了比较全面的处理问题的方向和思路，但受限篇幅不详细介绍原理，需要自己学习。,入门 机器 体系 方法 书籍 但如 书名 适合 参考手册 提供 方向 思路 受限 篇幅 详细 介绍 原理 学习,neg,"[(0, 0.0997584), (1, 0.11469187), (4, 0.087331675), (6, 0.46759766), (7, 0.19108903)]",6
都是的基本使用，感觉可以。,感觉,neg,"[(0, 0.041667376), (1, 0.041667033), (2, 0.04166738), (3, 0.041667275), (4, 0.041667182), (5, 0.04166726), (6, 0.54165775), (7, 0.041667417), (8, 0.041667383), (9, 0.041668374), (10, 0.041668642), (11, 0.041666977)]",6
机器学习相关的专著，值得读读！,机器 学习 相关 专著 值得 读读,neg,"[(0, 0.013301906), (1, 0.013301931), (2, 0.013301903), (3, 0.0133018885), (4, 0.013301887), (5, 0.0133018885), (6, 0.85367906), (7, 0.01330191), (8, 0.0133019), (9, 0.013301887), (10, 0.013301907), (11, 0.01330189)]",6
感觉还好，还没时间看。,感觉 还好 时间,neg,"[(0, 0.02083373), (1, 0.020833673), (2, 0.020833755), (3, 0.020833997), (4, 0.020833742), (5, 0.020833677), (6, 0.020834485), (7, 0.020833796), (8, 0.02083396), (9, 0.77082705), (10, 0.020834435), (11, 0.020833667)]",9
未来是大数据的天下，大数据，更加值得拥有！,未来 数据 天下 数据 值得 拥有,neg,"[(0, 0.012943065), (1, 0.012943069), (2, 0.012943062), (3, 0.17009176), (4, 0.012943063), (5, 0.012943063), (6, 0.7004776), (7, 0.012943062), (8, 0.012943063), (9, 0.012943062), (10, 0.012943062), (11, 0.012943065)]",6
京东忠实老客户，信赖京东。服务贴心，送货快。,京东 忠实 老客户 信赖 京东 服务 贴心 送货,neg,"[(3, 0.8971367)]",3
知识结构方面与其他书多有重叠，但作为一份不错的材料,知识结构 重叠 一份 不错 材料,neg,"[(0, 0.014573943), (1, 0.014573941), (2, 0.014573963), (3, 0.3912155), (4, 0.01457396), (5, 0.014573957), (6, 0.014573949), (7, 0.0145739475), (8, 0.014573956), (9, 0.014573954), (10, 0.46304497), (11, 0.01457396)]",10
看起来还可以，进一步阅读再做评价,进一步 阅读 评价,neg,"[(0, 0.020833679), (1, 0.020834329), (2, 0.020833675), (3, 0.020833679), (4, 0.7708289), (5, 0.020833675), (6, 0.02083368), (7, 0.020833697), (8, 0.020833677), (9, 0.020833675), (10, 0.020833679), (11, 0.020833675)]",4
一如既往的好好评,一如既往 好评,neg,"[(0, 0.02777787), (1, 0.02777787), (2, 0.69444233), (3, 0.02777787), (4, 0.02777787), (5, 0.02777787), (6, 0.027778009), (7, 0.02777787), (8, 0.02777787), (9, 0.027778868), (10, 0.02777787), (11, 0.027777871)]",2
双十一价，买还是比较划算的，正在学习机器学习，加强练习使用。,双十 划算 学习 机器 学习,neg,"[(0, 0.013889463), (1, 0.01388956), (2, 0.18456194), (3, 0.013889425), (4, 0.013889418), (5, 0.1812948), (6, 0.50913817), (7, 0.013889466), (8, 0.013889451), (9, 0.013889418), (10, 0.013889468), (11, 0.013889422)]",6
京东物流没的说  第二天早起就到了  买来学习一下,京东 物流 没的说 第二天 早起 买来 学习,neg,"[(0, 0.011623906), (1, 0.011623776), (2, 0.011624211), (3, 0.011623951), (4, 0.011623993), (5, 0.01162373), (6, 0.70060474), (7, 0.011623884), (8, 0.011623835), (9, 0.011623742), (10, 0.01162435), (11, 0.18315585)]",6
先给好评！,好评,neg,"[(0, 0.041666776), (1, 0.041666776), (2, 0.04167113), (3, 0.041666776), (4, 0.041666776), (5, 0.041666776), (6, 0.04166698), (7, 0.041666776), (8, 0.041666776), (9, 0.5416609), (10, 0.041666776), (11, 0.041666783)]",9
喜欢在京东买东西，到货快，快递也好,喜欢 京东 东西 到货 快递,neg,"[(0, 0.013889327), (1, 0.013889163), (2, 0.28790992), (3, 0.5731976), (4, 0.013889251), (5, 0.0138891395), (6, 0.013889531), (7, 0.0138893), (8, 0.0138892215), (9, 0.0138891665), (10, 0.013889166), (11, 0.013889239)]",3
比较火，找基本比较火的研究研究,研究 研究,neg,"[(0, 0.027777981), (1, 0.027777987), (2, 0.6944411), (3, 0.027779082), (4, 0.027777987), (5, 0.027777981), (6, 0.027777981), (7, 0.027777987), (8, 0.027777981), (9, 0.027777988), (10, 0.027777981), (11, 0.027777981)]",2
还是可以的，给孩子准备的，但发现还没有到自己完成学习的地步。,孩子 发现 学习 地步,neg,"[(0, 0.021493163), (1, 0.021493144), (2, 0.021493066), (3, 0.021493059), (4, 0.021493228), (5, 0.021493), (6, 0.7635759), (7, 0.021493414), (8, 0.021492979), (9, 0.021492867), (10, 0.021493057), (11, 0.021493157)]",6
物流给力，正版新书！,物流 正版 新书,neg,"[(0, 0.77082604), (1, 0.020833628), (2, 0.020834273), (3, 0.020834088), (4, 0.02083361), (5, 0.020833638), (6, 0.02083412), (7, 0.020833626), (8, 0.020833611), (9, 0.020833606), (10, 0.020836111), (11, 0.020833632)]",0
第二版比第一版厚了一倍，基础语法删除了2，增加了很多其他类库的用法,第一版 一倍 基础 语法 删除 增加 类库 用法,neg,"[(9, 0.8975703)]",9
学习学习，这已经是流行了，做数据处理的，如果话语里面不带这个潘森，就感觉得没档次啊。学无止境啊。,学习 学习 流行 数据处理 话语 潘森 感觉 档次 学无止境,neg,"[(6, 0.89682895)]",6
买了还没看，希望好用吧，看上面写的大师推荐,没看 希望 好用 大师 推荐,neg,"[(0, 0.84667766), (1, 0.013938305), (2, 0.013938177), (3, 0.013938191), (4, 0.013938278), (5, 0.013938216), (6, 0.01393859), (7, 0.013938626), (8, 0.013938213), (9, 0.0139389355), (10, 0.013938464), (11, 0.013938285)]",0
好好学习 天天向上,好好学习 天天向上,neg,"[(0, 0.046601713), (1, 0.046601705), (2, 0.046601716), (3, 0.04660171), (4, 0.046601713), (5, 0.046601728), (6, 0.04660168), (7, 0.04660171), (8, 0.0466017), (9, 0.48738116), (10, 0.046601716), (11, 0.046601746)]",9
新书到了还没有开封,新书 开封,neg,"[(0, 0.3611122), (1, 0.027778653), (2, 0.027778653), (3, 0.027778653), (4, 0.36110127), (5, 0.027778653), (6, 0.027778653), (7, 0.027778653), (8, 0.027778653), (9, 0.027778653), (10, 0.027778653), (11, 0.027778653)]",0
通俗易懂，正在努力学习中,通俗易懂 努力学习,neg,"[(0, 0.028887464), (1, 0.02888775), (2, 0.028887464), (3, 0.028887464), (4, 0.028887464), (5, 0.6822376), (6, 0.028887462), (7, 0.028887464), (8, 0.028887464), (9, 0.028887464), (10, 0.028887464), (11, 0.028887464)]",5
我发誓一定要把学会，然后给自己多一项技能。,发誓 学会 一项 技能,neg,"[(0, 0.02033849), (1, 0.02033849), (2, 0.020338492), (3, 0.32161248), (4, 0.02033849), (5, 0.020338494), (6, 0.020338489), (7, 0.02033849), (8, 0.02033849), (9, 0.47500265), (10, 0.020338492), (11, 0.020338504)]",9
像我这样一个平凡的人，竟然买了一本工具书，这是求生欲满满啊！数码时代好久没闻到书香了，希望自己能沉下心，看下去，学到东西！,平凡 一本 工具书 求生欲 满满 数码 时代 好久没 闻到 书香 希望 沉下 学到 东西,neg,"[(0, 0.16973382), (3, 0.116385676), (5, 0.42518705), (6, 0.22894801)]",5
网络工程师自动化必备之选,网络 工程师 自动化 必备,neg,"[(0, 0.016666912), (1, 0.23016919), (2, 0.016666913), (3, 0.016666954), (4, 0.016666913), (5, 0.016666912), (6, 0.016666912), (7, 0.016666912), (8, 0.60316163), (9, 0.016666912), (10, 0.016666912), (11, 0.016666913)]",8
第一版已经买过了，第一版虽然没看完，但也看了8成的样子，后来看印哥群里说第一版里面很多模块停止维护了，要不要上第二版，那时候就已经期待第二版了，现在拿到手了，比第一版足足厚了一倍。希望印哥和课代表能写出更无敌的教材,第一版 第一版 没看 样子 印哥 第一版 模块 停止 维护 期待 拿到 第一版 足足 一倍 希望 印哥 代表 写出 无敌 教材,neg,"[(1, 0.11293081), (4, 0.05512241), (7, 0.0790951), (8, 0.054303534), (9, 0.6188823), (10, 0.055506803)]",9
我有第一版电子书，新版内容多了很多，正复合我工作需求，希望作者持续更新最新版开源工具等内容，一起加油,第一版 电子书 新版 内容 复合 工作 需求 希望 作者 持续 更新 最新版 开源 工具 内容 加油,neg,"[(1, 0.21322496), (6, 0.093457304), (7, 0.17862639), (8, 0.29526883), (9, 0.18161099)]",8
本书专为网络工程师打造，基于思科设备利用进行网络运维,本书 网络 工程师 打造 思科 设备利用 网络 运维,neg,"[(8, 0.8970123)]",8
书本计划过几天再仔细读，先买来翻翻,书本 计划 几天 仔细 买来 翻翻,neg,"[(0, 0.012621127), (1, 0.012621247), (2, 0.012621113), (3, 0.39360797), (4, 0.48017955), (5, 0.0126211215), (6, 0.012622099), (7, 0.012621274), (8, 0.012621111), (9, 0.01262111), (10, 0.01262114), (11, 0.01262111)]",4
