评论内容,fenci
小而美的一家民宿～管家很贴心～除了提前联系还会给你推荐周边吃的玩的～早上有点着凉小管家贴心煮姜水～房间卫生都很干净，各种贴心物品都有～家庭出游首选,民宿 管家 贴心 提前 推荐 着凉 管家 贴心 房间 卫生 干净 贴心 物品 家庭 首选
很喜欢原木风的感觉，院子的植物养的很好，看得出来工作人员的用心，冬天再来体验一下,喜欢 原木 感觉 院子 植物 很好 看得出来 工作人员 用心 体验
环境也不错，都没住够，干净，早餐好吃，旅游也能喝到山姆的牛奶，还有小礼物，特别贴心，院子里的景空气都特别好，非常满意   冲冲冲    别犹豫,环境 不错 没住 干净 早餐 好吃 牛奶 礼物 贴心 院子 空气 满意 犹豫
第一次订到让全家人都喜欢的民宿！民宿的小伙伴都很热情，卫生真的不错，不光是房间，公共区域也很干净，看得出来老板真的很用心，早上的米粉真的强力推荐！！太好吃了！下次再来玩～,订到 全家人 喜欢 民宿 民宿 小伙伴 热情 卫生 不错 房间 区域 干净 看得出来 老板 用心 强力 推荐 好吃
环境很好 很干净 最让我喜欢的竟然是民宿的米粉 阿姨做的太好吃了 早餐的面包牛奶都是山姆的 点个赞 这次长沙旅行在直木山集画上一个完整的句号,环境 干净 喜欢 民宿 好吃 早餐 面包 牛奶 集画 完整 句号
房间干净，服务非常周到，赠送的下午茶也很好喝。早餐也是出乎意料了，服务人员非常贴心。,房间 干净 周到 赠送 下午茶 好喝 早餐 人员 贴心
一家有设计 有内容的民宿，环境和服务都特别好，床品很舒服，很喜欢这个图书馆，手机原图直出，很出片，主要是离岳麓山很近，打车也挺方便的，适合休闲放松！下次有机会带小孩来,内容 民宿 环境 床品 舒服 喜欢 图书馆 手机 原图 直出 打车 适合 休闲 放松 机会 小孩
环境超级棒，还有下午茶，拍照超好看又很安静，非常不错。房间也是很干净，房问有投影仪，晚上看个电影啥的超，下次还来住！,环境 下午茶 拍照 好看 不错 房间 干净 投影仪 电影
环境特别好，服务更不用说了，每一个细节都戳在我的心巴上，已经推荐给朋友了，如果再有机会来长沙，一定会再来的，,环境 细节 心巴 推荐 朋友 机会 再来
环境很舒服，房间卫生也干净，比较适合过来休闲度假，很放松！！,环境 舒服 房间 卫生 干净 适合 休闲 度假 放松
门口虽不起眼，但房间很有风格，有图书馆有半山露台都很美，适合休闲好去处，随手一拍都是景致，早餐米粉很好吃。,房间 风格 图书馆 露台 很美 适合 休闲 景致 早餐 好吃
非常棒的入住体验，还会再来，房问很大，卫生干净，贴心水果、小零食，小孩子很喜欢，早餐米粉也很好吃,入住 体验 房问 很大 卫生 干净 贴心 水果 零食 小孩子 喜欢 早餐 好吃
房间很舒适、傍晚的院子也超级惬意，管家的服务特别好，有什么事情发个信息，就马上解决了，很满意的一次旅行,房间 舒适 院子 惬意 管家 事情 信息 解决 满意
下午的院子很舒服，院子的果树硕果累累，管家的服务特别好，很可爱，值得,院子 舒服 院子 果树 管家 可爱 值得
酒店大堂到房间内，设计感满满，非常漂亮。 服务非常好，主动，热情，入住有送的下午茶很贴心。 房间布局合理，干净，无异味，床品很舒服，早餐不错米粉很好吃，下次有机会还会来！,酒店 大堂 房间内 满满 漂亮 热情 入住 有送 下午茶 贴心 房间 布局合理 干净 异味 床品 舒服 早餐 不错 好吃 机会
院子很舒服 民宿虽然在村子里 但是交通很方便 打车就直接到门口 住了一天 很舒服惬意,院子 舒服 民宿 村子 交通 打车 舒服 惬意
很干净，店家很细心，早餐也好吃。晚回来会留门给我们，是不错的民宿。推荐,干净 店家 细心 早餐 好吃 回来 留门 不错 民宿 推荐
很舒服的民宿，在村子里吗很安静，打车方便，体验感还是不错的,舒服 民宿 村子 打车 体验 不错
真的要给管家小姐姐一个大大的赞！！！服务真的很好！我们在市中心玩到很晚，还给我们留了晚安甜汤！太感动了！环境也很安静放松，很适合和家里人出来玩哦！体验感超级好！,管家 市中心 玩到 还给 晚安 感动 环境 放松 适合 体验
环境优美太好看了，工作人员很贴心，早餐也好好吃，拍照真的很出片，推荐,环境优美 好看 工作人员 贴心 早餐 好吃 拍照 推荐
超级好拍的酒店，早餐也好好吃，水果也好新鲜。,酒店 早餐 好吃 水果
很舒服的一个院子，泳池也很干净，适合小朋友玩，管家的服务不错，院子两个枣子树增添了一份美好，住了一天非常放松，好评,舒服 院子 泳池 干净 适合 小朋友 管家 不错 院子 枣子 增添 美好 放松 好评
超级漂亮的房间，环境也超级好呀！非常很出片！早餐都是山姆的，服务态度也好好！爱了 爱了,漂亮 房间 环境 早餐 服务态度
环境很好，干净舒适，很舒服的一个小院子，下次来长沙还来住,环境 干净 舒适 舒服 院子
设施：民宿设施非常齐全 卫生：卫生很干净，东西很整齐 环境：环境很好舒适，看着心情就很好，附近餐厅比较多，非常方便，真的值得入住，非常推荐的一家民宿 服务：民俗服务真的是没得说，服务态度很好很热情服务周到，早餐非常棒,设施 民宿 设施 卫生 卫生 干净 环境 环境 舒适 看着 心情 餐厅 值得 入住 推荐 民宿 民俗 服务态度 热情 早餐
环境很好，尤其是小院子干净整洁，房间是我喜欢的格调，简约不失设计，老板娘超级亲切，一切都刚刚好，下次带小孩儿一起过来玩,环境 院子 干净 整洁 房间 喜欢 格调 不失 老板娘 亲切 小孩儿
房间干净，安静。早餐丰富。适合带孩子。床舒服，还有服务很好。前台还帮忙免费打印了文件，还有枣树，下个月个再来吃！,房间 干净 早餐 适合 孩子 舒服 前台 帮忙 打印 文件 枣树
干净的院子，可惜院子的枣子还没熟，下个月再带爸妈来玩，管家小姐姐非常热情，服务很好，退房还送了帆布袋和水，非常愉快的一次入住体验,干净 院子 可惜 院子 枣子 没熟 爸妈 管家 热情 退房 帆布袋 愉快 入住 体验
很喜欢客厅的设计，民宿很安静，老板娘也炒鸡热情，下次来长沙还会来的,喜欢 客厅 民宿 老板娘 热情
太钟意这种简约的风格了 整个人都得到了放松  民宿卫生做的特别好 很舒适  要不是赶行程 真希望能多住几天哈哈,钟意 风格 放松 民宿 卫生 舒适 行程 希望
整体是我非常喜欢的风格，住宿体验也十分满意，千净舒适，早餐也很好吃都是山姆的牛奶蛋糕，推荐推荐,整体 喜欢 风格 住宿 体验 舒适 早餐 好吃 牛奶 蛋糕 推荐 推荐
房间很干净很大，空气很好，设施很全项目很多，可以点外卖完全不用外出觅食,房间 干净 很大 空气 设施 项目 外卖 不用 外出 觅食
真的是我住过最满意的民宿！房间好干净，老板娘太热情了，还给我们烤了面包，已经推荐给朋友了，以后来长沙还住这,满意 民宿 房间 干净 老板娘 热情 还给 面包 推荐 朋友
房间干净卫生 卫浴 投屏都不错 环境超温馨 小院优雅安静 早餐米粉好吃，咖啡果汁也超好喝,房间 干净 卫生 投屏 不错 环境 小院 优雅 早餐 好吃 咖啡 果汁 好喝
小姐姐服务态度好，很亲切，房间卫生干净，整体氛围很惬意。早餐营养美味，还有下午茶水果很新鲜。 下次再次来长沙，必定首选。,服务态度 亲切 房间 卫生 干净 整体 氛围 惬意 早餐 营养 下午茶 水果 首选
很舒服的民宿，光影很美，管家小姐姐超级热情，已经推荐给朋友了,舒服 民宿 光影 管家 热情 推荐 朋友
离岳麓山大学城真的很近，出行方便 装修简约高雅，投影影院式体验 两位小姐姐们服务热情，有求必应 无可挑剔,大学城 出行 装修 投影 影院 体验 热情
周边餐厅比较多吃饭方便，环境，服务都很好，一点都不想出去玩了！,餐厅 吃饭 环境 不想 出去玩
服务好，环境好，值得入住,环境 值得 入住
小而美的一家民宿，环境很好很安静，管家妹妹很热情，服务很好，长沙之旅在直木山集画上了一个完美的句号,民宿 环境 管家 妹妹 热情 集画 完美 句号
充满艺术气息的设计，落地窗，晨起的鸟鸣，管家甜美可爱又热情，给了很多吃喝玩乐的建议。,充满 艺术 气息 落地窗 鸟鸣 管家 甜美 可爱 热情 建议
非常好特别满意第一次来就爱上了很适合度假，环境好，店员也很热情,满意 适合 度假 环境 店员 热情
环境不错，院子里有枣树风景很好，地理位置也不错，满意，下次需要还会选择这里,环境 不错 院子 枣树 风景 地理位置 不错 满意 选择
太安逸了 一眼就选中的民宿 玩了一天 晚上回来喝喝茶 缓解一天的疲劳 下次来长沙必住！,选中 民宿 回来 喝茶 缓解 疲劳
管家非常贴心，提前联系，然后提前开空调，体验感非常棒！周边餐厅也很多，很方便！,管家 贴心 提前 提前 空调 体验 餐厅
超级喜欢 随便乱拍都出片 是会想去第二次的 设施：满分 卫生：满分 环境：满分 服务：满分,喜欢 设施 卫生 环境
民宿一进来就是个小院子，被树木环绕，风格简约不失设计感，而且挺安静的。 院子里自带泳池，完全就是小朋友的乐园，很适合带孩子过来玩，管家的服务也很好，超级棒，推荐！,民宿 院子 树木 环绕 风格 不失 院子 自带 泳池 小朋友 乐园 适合 孩子 管家 推荐
是我喜欢的风格，环境也很好，早餐丰富，管家都很热情。,喜欢 风格 环境 早餐 管家 热情
前台小姐姐们服务很热情，推荐了好吃的，帮忙拿行李。附近餐厅很多，非常值得推荐的一家民宿。,前台 热情 推荐 好吃 帮忙 行李 餐厅 值得 推荐 民宿
体验感很棒，处处是景，老板娘很温柔很热情，早餐挺好吃，很放松。,体验 很棒 老板娘 温柔 热情 早餐 挺好吃 放松
服务特别好，房间也很干净，第二天的早餐也很不错，牛奶蛋糕米粉，推荐推荐,房间 干净 早餐 不错 牛奶 蛋糕 推荐 推荐
太好看了，有下午茶水果，早餐也好好吃，拍照真的很出片，推荐,好看 下午茶 水果 早餐 好吃 拍照 推荐
环境很好，安静。大厅气派凉快，服务非常热情。早餐内容丰富，设施齐全，满意,环境 大厅 气派 凉快 热情 早餐 内容 设施 满意
老板娘跟前台小姐姐很热情，安静风景好,老板娘 热情 风景
民宿在一个城中村里面，很安静舒适，可惜院子的枣子树要八月份才能熟，下次有机会再来吃枣子哈哈,民宿 舒适 可惜 院子 枣子 机会 枣子
很舒服的环境 小孩和老人都住的挺开心的 管家的服务很好 很亲切  还会再来,舒服 环境 小孩 老人 开心 管家 亲切
很喜欢这种风格，住的很舒服，两个小姐姐的服务也特别好，安静舒适,喜欢 风格 舒服 舒适
民宿很干净，管家也超级贴心，早餐都是山姆的，非常推荐！,民宿 干净 管家 贴心 早餐 推荐
